Title,Year,Rated,Released,Runtime,Genre,Director,Writer,Actors,Plot,Language,Country,Awards,Poster,Ratings,Metascore,imdbRating,imdbVotes,imdbID,Type,DVD,BoxOffice,Production,Website,Response,SourcePDF,totalSeasons
Curandero,2005,R,18 Oct 2005,92 min,Horror,Eduardo Rodriguez,"Robert Rodriguez, Luz María Rojas, Eduardo Rodriguez","Sergio Acosta, Gizeht Galatea, Carlos Gallardo","Curandero: Dawn of the Demon is an action-packed horror flick that takes a couple on a horrifying journey through the deepest bowels of the Mexican underworld. When beautiful federal agent Magdalena calls upon the local curandero (Gallardo) for his services to purify a police station, the two of suddenly find themselves immersed in a satanic cult's blood-thirsty battleground.","English, Spanish","Mexico, United States",N/A,https://m.media-amazon.com/images/M/MV5BOTM2Njc3NzU1M15BMl5BanBnXkFtZTgwNDMzNDE0MDE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '4.9/10'}]",N/A,4.9,491,tt0422037,movie,N/A,N/A,N/A,N/A,True,DOCUMENTALES.pdf,
Trujillo: El poder del jefe III,1996,N/A,N/A,81 min,Documentary,René Fortunato,René Fortunato,"René Alfonso, Rafael Trujillo","The most important events between 1952 and 1961, leading to the end of Rafael Leonidas Trujillo's dictatorship in the Dominican Republic.",Spanish,Dominican Republic,N/A,https://m.media-amazon.com/images/M/MV5BMjE3ODA1NDY1Nl5BMl5BanBnXkFtZTcwOTcyOTQ0MQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '8.1/10'}]",N/A,8.1,27,tt0461602,movie,N/A,N/A,N/A,N/A,True,DOCUMENTALES.pdf,
Flor en otomí,2012,N/A,06 Mar 2012,78 min,"Documentary, Biography, Crime",Luisa Riley,Luisa Riley,N/A,"At 19, Deni Prieto Stock joined a guerrilla group and, four months later, on February 14, 1974, was murdered by the Mexican army in Nepantla, Mexico State together with four companions. A series of testimonials allow us to get to know the family and social circumstances that influenced Deni 's path; we also discover the ties of love and friendship she found in the safe house, her daily life in the underground and the discipline and aspirations she shared with her fellow guerrillas.",Spanish,Mexico,N/A,https://m.media-amazon.com/images/M/MV5BNjU0YjIzYzAtMDcxZi00ZTRiLWI4NDQtODA4YjI1ZmQ5MzY2XkEyXkFqcGdeQXVyMTc1ODQ0MDQ@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.5/10'}]",N/A,7.5,19,tt2304639,movie,N/A,N/A,N/A,N/A,True,DOCUMENTALES.pdf,
La revolución de los alcatraces,2013,N/A,24 Aug 2013,90 min,"Documentary, Biography, Drama",Luciana Kaplan,"Diego Delgado, Diego Delgado, Luciana Kaplan",N/A,"Eufrosina Cruz Mendoza, a native of Santa Maria Quiegolani, a small indigenous community nestled in the Southern Mountain Range in Oaxaca, Mexico, was refused the right to be Mayor of her community only because she was a woman. That led her to fight for gender equality in indigenous communities, questioning the current system of ''custom and usage'' and challenging the political bosses in the area. This movement took place in the midst of the political changes going on in Oaxaca in 2010.",Spanish,Mexico,2 wins & 1 nomination,https://m.media-amazon.com/images/M/MV5BMzA3NDJmNGMtMjE2Ni00YTY3LTk4NTYtNzc4YmJhZjliMzFjXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.7/10'}]",N/A,7.7,25,tt2676194,movie,N/A,N/A,N/A,N/A,True,DOCUMENTALES.pdf,
De dolor y esperanza: el asilo un pasado presente,2002,N/A,N/A,61 min,Documentary,"Silvia Dutrenit, Carlos Hernandez, Guadalupe Rodriguez","Ana Buriano, Silvia Dutrenit, Guadalupe Rodriguez",N/A,"In the 1970's thousand of political refugees from Argentina, Uruguay and Chile fled to Mexico to escape the brutal repression of their military regimes of these countries, the film tells the story of these refugees.",Spanish,Mexico,N/A,N/A,[],N/A,N/A,N/A,tt0461192,movie,N/A,N/A,N/A,N/A,True,DOCUMENTALES.pdf,
Super Amigos,2007,Unrated,01 Jan 2007,82 min,Documentary,Arturo Pérez Torres,Arturo Pérez Torres,N/A,"Five masked activists fight against corruption, homophobia, animal abuse, pollution and poverty in Mexico City.","English, Spanish",Mexico,3 wins & 2 nominations,https://m.media-amazon.com/images/M/MV5BOTI2MDFlNzEtNWUzMi00N2U2LWFkOWYtOGEyMzgyYjAyYjNmXkEyXkFqcGdeQXVyMTQyMzU0NzM@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.4/10'}]",N/A,7.4,50,tt0923928,movie,N/A,N/A,N/A,N/A,True,DOCUMENTALES.pdf,
Todavia Cantamos: Coro Quiero Retruco,2012,N/A,N/A,78 min,Documentary,Modesto López,Modesto López,"Patrícia Machado, Adriana Taboada",N/A,Spanish,"Argentina, Mexico",N/A,https://m.media-amazon.com/images/M/MV5BNjk1ZmI1ODctMjQ1OC00Nzk2LTg5YzUtYjZkN2JmNDkwNTVjXkEyXkFqcGdeQXVyMTk1MjA1NjU@._V1_SX300.jpg,[],N/A,N/A,N/A,tt4444472,movie,N/A,N/A,N/A,N/A,True,DOCUMENTALES.pdf,
La batalla de las cruces,2006,N/A,16 Mar 2006,58 min,Documentary,"Rafael Bonilla, Patricio Ravelo Blancas","Rafael Bonilla, Patricio Ravelo Blancas",N/A,N/A,Spanish,Mexico,N/A,N/A,[],N/A,N/A,N/A,tt0791426,movie,N/A,N/A,N/A,N/A,True,DOCUMENTALES.pdf,
Dinosaurios,2020,N/A,18 Apr 2020,N/A,"Short, Comedy",Javier Parra,Javier Parra,"Marcelo Moreno, Javier Parra",N/A,Spanish,Spain,N/A,https://m.media-amazon.com/images/M/MV5BZWRiY2I2M2EtNDE5Ny00MzkwLTgyODktZWY4OTIyMDNlNTUyXkEyXkFqcGdeQXVyMTI4NjY1MTQ3._V1_SX300.jpg,[],N/A,N/A,N/A,tt14118320,movie,N/A,N/A,N/A,N/A,True,DOCUMENTALES.pdf,
Trujillo: El poder del jefe II,1994,N/A,N/A,90 min,Documentary,René Fortunato,René Fortunato,"René Alfonso, Rafael Trujillo",The political and social events that took place from 1938 to 1952 during Rafael Leonidas Trujillo's dictatorship in the Dominican Republic.,Spanish,Dominican Republic,N/A,https://m.media-amazon.com/images/M/MV5BMTI1MDAzNTU0MF5BMl5BanBnXkFtZTcwODcyOTQ0MQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '8.4/10'}]",N/A,8.4,23,tt0461601,movie,N/A,N/A,N/A,N/A,True,DOCUMENTALES.pdf,
Yaavi,2015,N/A,14 May 2015,20 min,"Documentary, Short","Armando Bautista Garcia, Itandehui Jansen",Armando Bautista Garcia,N/A,"The elder couple Erasmo and Esperanza continue to lead a traditional life style in rural Mexico. When one takes a living being for consumption, one has to ask for permission first. That is the way of the ancestors.",Mixtec,Mexico,N/A,https://m.media-amazon.com/images/M/MV5BNjVjMDMxNGMtYjgwYy00NjU1LTg3MTItNTcyZjlmMjAwZDc3XkEyXkFqcGdeQXVyNTcxNzkyMDQ@._V1_SX300.jpg,[],N/A,N/A,N/A,tt4499026,movie,N/A,N/A,N/A,N/A,True,DOCUMENTALES.pdf,
¿Qué sueñan las cabras?,2011,N/A,03 Mar 2012,94 min,Documentary,Jorge Prior,Jorge Prior,N/A,N/A,Spanish,Mexico,N/A,https://m.media-amazon.com/images/M/MV5BNjU5ZmYyOTctNWVjYi00MDAwLTk1ZDYtMmZjMGJhYWY0MTMwXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.2/10'}]",N/A,7.2,8,tt2777400,movie,N/A,N/A,N/A,N/A,True,DOCUMENTALES.pdf,
Primera Persona,2024,N/A,17 Apr 2024,109 min,Drama,Daniel Peralta,"Rene Martin, Daniel Peralta","Pablo Álvarez, Ana Burgos, Ignacia Uribe","Julian Cabeza is a rock musician who released his first album at the turn of the century, which became cult over time. Of a selfish and difficult character, he has moved away from the public light; his blows to the ego and his fea...",Spanish,Chile,2 wins & 6 nominations total,https://m.media-amazon.com/images/M/MV5BZGIwNjM1ODgtZDA2Yy00MDBiLThkZTAtYWFhOTQwNjAxMjQ3XkEyXkFqcGc@._V1_SX300.jpg,[],N/A,N/A,10,tt23867846,movie,N/A,N/A,N/A,N/A,True,DOCUMENTALES.pdf,
Inframundo,2013,N/A,06 Sep 2013,10 min,"Short, Drama",Ana Mary Ramos,"Juan Barreda, Ana Mary Ramos","Ivan Cortes, Tenoch Huerta",The tranquility of a landscape accompanies a man who has converted to impiety and death in the midst of life.,Spanish,Mexico,2 nominations,https://m.media-amazon.com/images/M/MV5BNDA0NjUwZDItYzE1ZC00N2ZiLWJkMWYtMGUzNGFmNmYwZjZhXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '8.0/10'}]",N/A,8.0,8,tt3198176,movie,N/A,N/A,N/A,N/A,True,DOCUMENTALES.pdf,
Esperanto,2005,N/A,N/A,15 min,Short,Mathieu Guetta,Mathieu Guetta,"Daniel Briquet, Evelyne Istria, David Maisse",N/A,"French, Esperanto",France,N/A,https://m.media-amazon.com/images/M/MV5BOGY3ZDMwNTgtM2UwNS00OTU4LTg4NmEtODlmNzAyMjU4YjU3XkEyXkFqcGdeQXVyNzcyODY0ODA@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '8.4/10'}]",N/A,8.4,12,tt0810855,movie,N/A,N/A,N/A,N/A,True,DOCUMENTALES.pdf,
Espacios,1997,N/A,09 Jun 2005,20 min,Short,Javier Fuentes-León,Javier Fuentes-León,"Rayford Barnes, Peter Konerko, Leigh Rose",N/A,Spanish,Peru,N/A,N/A,[],N/A,N/A,N/A,tt0467894,movie,N/A,N/A,N/A,N/A,True,DOCUMENTALES.pdf,
Memuti autsiemieme/El diluvio,2014,N/A,06 Sep 2014,13 min,"Animation, Short",Armando Vázquez,America Gutierrez (screenplay),"Joaquín Chablé, Yolanda Martínez, Miguel Davalos, Indira Pensado",N/A,Spanish,Mexico,N/A,N/A,[],N/A,N/A,N/A,tt4968518,movie,N/A,N/A,N/A,N/A,True,DOCUMENTALES.pdf,
Futuro,2005,N/A,N/A,1 min,Short,Esteban Ulrich,Esteban Ulrich,"María Aguero, Juan Bautista Boggio, Betty Cáceres, Tadeo Ríos",N/A,Spanish,Argentina,N/A,N/A,[],N/A,N/A,N/A,tt0493680,movie,N/A,N/A,N/A,N/A,True,DOCUMENTALES.pdf,
Atmosfera,2021,N/A,22 Apr 2021,N/A,Short,N/A,Jessica Dorneles,Jessica Dorneles,N/A,N/A,Brazil,N/A,https://m.media-amazon.com/images/M/MV5BMGVmNDdmNDktOWRlMi00ZGQ3LWI2NWMtY2M5NTExYTI4NmFhXkEyXkFqcGc@._V1_SX300.jpg,[],N/A,N/A,N/A,tt36911092,movie,N/A,N/A,N/A,N/A,True,DOCUMENTALES.pdf,
Así en el cielo como en la tierra,1995,N/A,03 Nov 1995,95 min,"Comedy, Fantasy",José Luis Cuerda,José Luis Cuerda,"Francisco Rabal, Fernando Fernán Gómez, Jesús Bonilla","When God decides to send another Son to Earth to save the world, Jesus Christ disagrees, because in such a case the history should be rewritten. To solve the dispute, they all decide to organize the apocalypse. Can anyone or anything stop them?",Spanish,Spain,2 wins,https://m.media-amazon.com/images/M/MV5BY2M1ZDAyMjMtMmEwZi00NmJhLTgwOGYtZDU0OTIxZWE3MGY3XkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}]",N/A,6.7,872,tt0112403,movie,N/A,N/A,N/A,N/A,True,DOCUMENTALES.pdf,
Six Degrees Could Change the World,2008,N/A,10 Feb 2008,96 min,Documentary,Ron Bowman,"Ron Bowman, Ed Fields, Mark Lynas","Alec Baldwin, Richard Betts, Duarte Borba",The film runs through the effect each degree in temperature change has on the world.,English,United States,1 nomination total,https://m.media-amazon.com/images/M/MV5BMjIzNDE3NjI1NF5BMl5BanBnXkFtZTcwOTQyNDQ2Mg@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.2/10'}]",N/A,7.2,390,tt1224519,movie,N/A,N/A,N/A,N/A,True,DOCUMENTALES.pdf,
Scanning the Skies: The Discovery Channel Telescope,2012,N/A,09 Sep 2012,60 min,Documentary,N/A,N/A,N/A,"Documents the construction of the cutting-edge Discovery Channel Telescope, based in the Lowell Observatory in Flagstaff, Arizona, from conception to first light.",English,United States,N/A,N/A,"[{'Source': 'Internet Movie Database', 'Value': '7.5/10'}]",N/A,7.5,19,tt2343178,movie,N/A,N/A,N/A,N/A,True,DOCUMENTALES.pdf,
Día de campo (Vegetal Attack),2005,N/A,N/A,2 min,"Short, Drama",Alejo Rébora,N/A,Tamara Drajner,N/A,Spanish,Argentina,N/A,N/A,[],N/A,N/A,N/A,tt1433292,movie,N/A,N/A,N/A,N/A,True,DOCUMENTALES.pdf,
Vida,2018–2020,TV-MA,06 May 2018,2 min,"Comedy, Drama",N/A,Tanya Saracho,"Melissa Barrera, Mishel Prada, Ser Anzoategui","This show follows the life of two Mexican-American sisters, Emma and Lyn, from the Eastside of Los Angeles who couldn't be more different or distanced from each other. Circumstances force them to return to their old neighborhood, where they are confronted by the past and shocking truth about their mother's identity.","English, Spanish",United States,3 wins & 19 nominations total,https://m.media-amazon.com/images/M/MV5BOWY1ZDFhNjItYjUyOS00OWNlLWJjZGMtODMzMDcwMDZlMTdiXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.4/10'}]",N/A,7.4,"3,942",tt7725422,series,,,,,True,DOCUMENTALES.pdf,3
Plutón y los planetas,2012,N/A,07 Sep 2012,14 min,"Short, Drama, Fantasy",Arturo Ambriz,Arturo Ambriz,"Assira Abbate, Emiliano de Los Rios, Sergio Meneses",A planet which is no longer a planet and a kid who is no longer a kid.,Spanish,Mexico,N/A,https://m.media-amazon.com/images/M/MV5BNzU3NzIwNDQwNF5BMl5BanBnXkFtZTcwNzc3MTE2OA@@._V1_SX300.jpg,[],N/A,N/A,6,tt2367078,movie,N/A,N/A,N/A,N/A,True,DOCUMENTALES.pdf,
Palabras,2003,N/A,N/A,92 min,"Drama, Romance",Corso Salani,"Monica Rametta, Corso Salani","Paloma Calle, María Jesús Casanova, Alessandro Mizzi",N/A,"Spanish, Italian",Italy,N/A,https://m.media-amazon.com/images/M/MV5BZmY3OTlkM2UtODlkYy00NWVlLTliNDAtNGU0MTEyMjg1MDY0XkEyXkFqcGdeQXVyMTQ3Njg3MQ@@._V1_SX300.jpg,[],N/A,N/A,6,tt1677587,movie,N/A,N/A,N/A,N/A,True,DOCUMENTALES.pdf,
Caméra au poing aux Îles Galápagos,1976,N/A,N/A,N/A,Documentary,Christian Zuber,N/A,"Nadine Saunier, Christian Zuber, Olivier Zuber",N/A,French,France,N/A,https://m.media-amazon.com/images/M/MV5BNzFkMzFiODAtYWM4Yi00MThkLTljMDktMzhjNWRjYzI3ZmZiXkEyXkFqcGdeQXVyNzI4MDMyMTU@._V1_SX300.jpg,[],N/A,N/A,N/A,tt8055968,movie,N/A,N/A,N/A,N/A,True,DOCUMENTALES.pdf,
Spidermania,2002,N/A,30 Apr 2002,60 min,Documentary,Peter von Puttkamer,Peter von Puttkamer,"Avi Arad, Willem Dafoe, Kirsten Dunst",N/A,English,"Canada, United States",1 win total,https://m.media-amazon.com/images/M/MV5BMGVlNjVlZDctOTMyNC00NGJhLWIxYWQtNTEyNDYwODkwNTk4XkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '89%'}]",N/A,5.9,108,tt0320513,movie,N/A,N/A,N/A,N/A,True,DOCUMENTALES.pdf,
"Che, el hombre, el final",2004,N/A,N/A,N/A,Documentary,"Martin Chirinos, Ariel Ludin","Rodrigo Manigot, Pacho O'Donnell, Santiago Varela","Gabriel Galar, Pacho O'Donnell",N/A,Spanish,Argentina,N/A,N/A,"[{'Source': 'Internet Movie Database', 'Value': '6.8/10'}]",N/A,6.8,5,tt0461486,movie,N/A,N/A,N/A,N/A,True,DOCUMENTALES.pdf,
El octavo día de la creación,2003,N/A,11 Apr 2003,15 min,"Animation, Short, Fantasy","Rita Basulto, Juan J. Medina",N/A,Gonzalo Gavira,"At the end of the eighth day, the Creator has taken refuge in a dark dungeon. Obsessed with transcending, he manipulates life to the extreme and tries to engender the perfect being that will immortalize him.",None,Mexico,2 wins,https://m.media-amazon.com/images/M/MV5BMGU4Y2M0MzQtMjg0YS00NTNjLWFjNjEtZjc1NTJiYTM0YzZlXkEyXkFqcGdeQXVyMTMxMzUzNzc5._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.8/10'}]",N/A,6.8,74,tt0276369,movie,N/A,N/A,N/A,N/A,True,DOCUMENTALES.pdf,
Tradición o modernidad: Reto de una generación,1999,N/A,N/A,40 min,"Documentary, Short","Fernando Aguayo, Graciela de Garay, Lourdes Roca",Graciela de Garay,N/A,N/A,Spanish,Mexico,N/A,N/A,[],N/A,N/A,N/A,tt0468132,movie,N/A,N/A,N/A,N/A,True,DOCUMENTALES.pdf,
Paseo de la Constitución de San Luis Potosí,1909,N/A,N/A,N/A,"Documentary, Short",N/A,N/A,N/A,N/A,Spanish,Mexico,N/A,N/A,[],N/A,N/A,N/A,tt4720018,movie,N/A,N/A,N/A,N/A,True,DOCUMENTALES.pdf,
"Medalla al mérito a Miguel Alemán Velasco, otorgada por fundación UNAM",2005,N/A,N/A,36 min,Documentary,Patricia Aguilar,Patricia Aguilar,"Isaac Chertorivski, Juan Ramon de la Fuerte, Carlos Fuentes, Miguel Aleman Velasco",N/A,N/A,N/A,N/A,N/A,[],N/A,N/A,N/A,tt0809157,movie,N/A,N/A,N/A,N/A,True,DOCUMENTALES.pdf,
"Tales of the First People, Vol I: Spirit Tales",2016,N/A,01 Sep 2016,N/A,Animation,Chris Kientz,Chris Kientz,"Michael Dobson, Kevin Loring, Bernard Starlight","Animated telling of four Indigenous Tales: Raven Steals the Light; The First Sacrifice; How the Buffalo Got His Hump; and Glooscap and the Warrior Kinap. Raven Steals the Light has a NW Coast setting using a mixture animals and humans to act out the story. The First Sacrifice is set in the Plains with tee-pees and bison where the rain ceases and sacrifices are needed to restore harmony. How the Buffalo Got His Hump features birds, mice, rabbits, two foxes, a bison and a powerful human spirit to teach a lesson of humility. The final tale: Glooscap and the Warrior Kinap provides a lesson on being careful what you wish for.",English,Canada,N/A,https://m.media-amazon.com/images/M/MV5BY2RhYjNhN2UtZDU5ZC00M2YyLWI5YzctMzUyMjU1MjUyZjQ0XkEyXkFqcGdeQXVyMTA4ODY5ODY@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}]",N/A,6.7,23,tt4001642,movie,N/A,N/A,N/A,N/A,True,DOCUMENTALES.pdf,
MVB Films Halloween Horror Stories Vol II,2018,N/A,01 Dec 2018,63 min,Horror,Meosha Bean,"Meosha Bean, Bobbi Dean, Alan Delabie","Meosha Bean, Amalia Blanks, Chianna",Psychological thriller into a world of frightening devastating fears.,English,United States,N/A,https://m.media-amazon.com/images/M/MV5BMGNhZWZjMTAtZjYzYS00OWY4LWIzZGQtNWZmZjQ4Mjc1ZTU0XkEyXkFqcGdeQXVyMTY5ODgyMDU@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '3.9/10'}]",N/A,3.9,10,tt9095224,movie,N/A,N/A,N/A,N/A,True,DOCUMENTALES.pdf,
M.V.B Films Anthology Vol III Paranormal,2020,N/A,18 Mar 2020,46 min,Thriller,Meosha Bean,Meosha Bean,"Irina Aylyarova, Meosha Bean, Alyssa Fitchie",M.V.B Films Horror Anthology Paranormal Vol Three. A series of shorts that explores the paranormal .,English,N/A,N/A,https://m.media-amazon.com/images/M/MV5BN2RkNTJjZmQtODQwOS00M2E1LThiNGMtNzk2Y2IwNDJkNjFkXkEyXkFqcGdeQXVyMTY5ODgyMDU@._V1_SX300.jpg,[],N/A,N/A,N/A,tt11662146,movie,N/A,N/A,N/A,N/A,True,DOCUMENTALES.pdf,
"How to Dance Through Time, Vol IV: The Elegance of Baroque Social Dance",2003,G,21 Oct 2003,42 min,History,Carol Teten,N/A,"Lawrence Ewing, Sonia Fava","The Minuet, the most famous 18th century dance invention, is demonstrated with step and floor pattern detail. The complicated handholds of the picturesque Allemande, the bridge to the 19th century, are carefully delineated. The intricate patterns of the Contredance are brought to life by eight dancers. As with all the HOW TO DANCE THROUGH TIME videos, the dances are introduced with a concise, historical overview illustrated with authentic photographs and drawings. All the steps are carefully researched from authentic period manuscripts. Each instruction shows 'close up' views and 'slow motion' so that easy learning is possible. Professional dancers demonstrate step details. Following the instructional section, dancers perform all the dances with the authentic music and fashions of the era. DVD Preview",English,USA,N/A,N/A,[],N/A,N/A,N/A,tt1594487,movie,N/A,N/A,N/A,N/A,True,DOCUMENTALES.pdf,
"How to Dance Through Time, Vol V: Victorian Era Couples Dancing",2003,G,21 Oct 2003,55 min,History,Carol Teten,N/A,"Lawrence Ewing, Sonia Fava","Learn exciting variations to the Waltz, Polka, Galop and Mazurka.",English,USA,N/A,N/A,[],N/A,N/A,N/A,tt1594488,movie,N/A,N/A,N/A,N/A,True,DOCUMENTALES.pdf,
"How to Dance Through Time, Vol VI: A 19th Century Ball - The Charm of Group Dances",2003,G,21 Oct 2003,55 min,History,Carol Teten,N/A,"Lawrence Ewing, Sonia Fava","HOW TO DANCE THROUGH TIME Volume VI: A 19th Century Ball: The Charm of Group Dances reveals the interplay of the flirtatious group dances in the ballroom. The Grand March is the elegant ceremonial opening to the Ball, where all the participants view their prospective dance partners for the evening. The Lancers Quadrille is one of the most popular Square dance formations of the 19th century. Its five sections display a mini-encyclopedia of fluid geometric patterns. The Cotillon figures offer many opportunities for dancers to ""mix n' match"", as well as to feature their dancing expertise through improvisational dancing games. As with all the HOW TO DANCE THROUGH TIME videos, the dances are introduced with a concise, historical overview illustrated with authentic photographs and drawings. All the steps are carefully researched from authentic period manuscripts. The sections of each group dance are partitioned for easy learning. Professional dancers demonstrate step details. Following the instructional section, dancers perform all the dances with the authentic music and fashions of the era.",English,USA,N/A,https://m.media-amazon.com/images/M/MV5BNDVhZmUyYTAtZjg0NC00YWUzLTgxNjAtNDRmYWE3MzgwYTgxXkEyXkFqcGdeQXVyNTM3MDMyMDQ@._V1_SX300.jpg,[],N/A,N/A,N/A,tt1594489,movie,N/A,N/A,N/A,N/A,True,DOCUMENTALES.pdf,
El pueblo mexicano que camina,1996,Not Rated,N/A,98 min,Documentary,Juan Francisco Urrusti,N/A,N/A,The veneration for Tonantzin-Guadalupe has been an essential Mexican theme underlying Mexican cultural and political values since the 16th century.,N/A,Mexico,1 win & 1 nomination,https://m.media-amazon.com/images/M/MV5BMTcxODUwNzA4MV5BMl5BanBnXkFtZTgwODc5ODk1MDE@._V1_SX300.jpg,[],N/A,N/A,7,tt0134916,movie,N/A,N/A,N/A,N/A,True,DOCUMENTALES.pdf,
Spencer Tunick en México,2008,N/A,01 Jan 2008,46 min,Documentary,Claudia García Covarrubias,N/A,Spencer Tunick,N/A,Spanish,Mexico,N/A,https://m.media-amazon.com/images/M/MV5BMjBmNjhkNDUtNzlmNS00ZTkwLTliMWQtMWY0OGM3OTRkZTEzXkEyXkFqcGdeQXVyMjEwNTU4OTA@._V1_SX300.jpg,[],N/A,N/A,N/A,tt14036176,movie,N/A,N/A,N/A,N/A,True,DOCUMENTALES.pdf,
En clave de sol,2025,N/A,09 May 2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,[],N/A,N/A,N/A,tt36979750,movie,N/A,N/A,N/A,N/A,True,DOCUMENTALES.pdf,
Los murales perdidos de Roberto Montenegro,2007,N/A,08 Oct 2007,28 min,"Short, Biography, History",Jorge Prior,Jorge Prior,N/A,N/A,Spanish,Mexico,N/A,N/A,[],N/A,N/A,N/A,tt1132482,movie,N/A,N/A,N/A,N/A,True,DOCUMENTALES.pdf,
Cuando la rumba nos conocio...,1998,N/A,N/A,28 min,"Short, Music","Humberto Galarza, Carlos Hernandez","Humberto Galarza, Carlos Hernandez",Joaquin Sánchiz,N/A,Spanish,Mexico,N/A,N/A,[],N/A,N/A,N/A,tt0876435,movie,N/A,N/A,N/A,N/A,True,DOCUMENTALES.pdf,
Timbiriche: La misma piedra,2008,N/A,21 Nov 2008,92 min,"Documentary, Musical",Carlos Marcovich,Carlos Marcovich,"Alix, Mariana Garza, Benny Ibarra",N/A,Spanish,Mexico,N/A,https://m.media-amazon.com/images/M/MV5BYTU5NjZlY2ItNmZkYy00ZmM2LWFiYzctYTEzNjM3NzU1NTZhXkEyXkFqcGdeQXVyMTk1MjA1NjU@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.2/10'}]",N/A,5.2,16,tt1342423,movie,N/A,N/A,N/A,N/A,True,DOCUMENTALES.pdf,
La Ventana Del Alma,2019,N/A,20 Oct 2019,4 min,Short,Hazeem Velazquez,"Aylen Perez Cabrera, Hazeem Velazquez","Yia Caamaño, Armando Miguel Gómez, Gerardo Hernandez Nordelo",N/A,Spanish,Cuba,N/A,https://m.media-amazon.com/images/M/MV5BNjA0YTEzODUtMGE5YS00MGM4LThmZjQtZjUxNTMwYjZhN2E5XkEyXkFqcGdeQXVyNjg0NzQ0NDg@._V1_SX300.jpg,[],N/A,N/A,N/A,tt11847450,movie,N/A,N/A,N/A,N/A,True,DOCUMENTALES.pdf,
Wetback: The Undocumented Documentary,2005,N/A,03 Mar 2005,90 min,Documentary,Arturo Pérez Torres,Arturo Pérez Torres,N/A,"I was alarmed by Downey's comments. Part of the reason immigrants are coming to America is as a fallout to the policies of past US administrations. When Reagan invaded El Salvador and Honduras in the '80s, thousands were killed and displaced. They were trained by both the US armed forces and CIA to fight against their own people (taken from schools by force by the time they reached 12)and also offered green cards to become fighting machines against the Sandanistas. (This is happening now, with the US trying to recruit Mara Salvatruchas to fight in Iraq). Thanks to the rape of those two countries by the US, there is very little left to stay for. The beauty of these undocumented workers is that they come to the US to do just that: Work, hard. And - unlike Downey suggests - with no medical insurance. Not only do they prop up the US economy, they also pour millions into their own economies - something that the US should be doing to make up for the past. I really enjoyed this documentary. I hope it will remind all of those lucky enough not to be born in the barrio/ghetto/shanty-town, that unless we do something about it there will always be people willing to risk life and limb, just to be able to eat.",English,United States,4 wins & 1 nomination,https://m.media-amazon.com/images/M/MV5BMTk4NjAxOTUzN15BMl5BanBnXkFtZTcwOTU2MTQ0MQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.6/10'}]",N/A,7.6,151,tt0447544,movie,N/A,N/A,N/A,N/A,True,DOCUMENTALES.pdf,
"¿Adónde vas, loco?",2010,N/A,21 Apr 2010,47 min,N/A,"Óscar Carrillo, Gabriela Enriquez",Gabriela Enriquez,N/A,N/A,Spanish,Mexico,N/A,https://m.media-amazon.com/images/M/MV5BMzE0NDlmZTgtMDZhZi00YjhhLWJkNGItYjc1YmJiZjQ2NDAwXkEyXkFqcGdeQXVyMTk1MjA1NjU@._V1_SX300.jpg,[],N/A,N/A,N/A,tt1653952,movie,N/A,N/A,N/A,N/A,True,DOCUMENTALES.pdf,
Turandot,1987,N/A,04 Apr 1987,134 min,"Drama, Fantasy, Music",Kirk Browning,"Giuseppe Adami, Renato Simoni, Carlo Gozzi","James Levine, Éva Marton, Plácido Domingo",N/A,Italian,United States,Won 1 Primetime Emmy. 1 win total,https://m.media-amazon.com/images/M/MV5BMTIwMDU4NjI0MF5BMl5BanBnXkFtZTYwMzQxODI5._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '8.7/10'}]",N/A,8.7,157,tt0220822,movie,N/A,N/A,N/A,N/A,True,DOCUMENTALES.pdf,
