Title,Year,Rated,Released,Runtime,Genre,Director,Writer,Actors,Plot,Language,Country,Awards,Poster,Ratings,Metascore,imdbRating,imdbVotes,imdbID,Type,DVD,BoxOffice,Production,Website,Response,SourcePDF,totalSeasons
Ghost in the Shell 2: Innocence,2004,PG-13,24 Sep 2004,100 min,"Animation, Drama, Mystery",Mamoru Oshii,"Shirow Masamune, Mamoru Oshii","Akio Ôtsuka, Atsuko Tanaka, Tamio Ôki","Batô is a living cyborg. His whole body, even his arms and legs, are entirely man-made. What only remains are traces of his brain and the memories of a woman. In an era when the boundary between humans and machines has become infinitely vague, Humans have forgotten that they are humans. This is the debauchery of the lonesome ghost of a man, who nevertheless seeks to retain humanity. Innocence... Is what life is.","Japanese, Cantonese, English",Japan,6 wins & 8 nominations total,https://m.media-amazon.com/images/M/MV5BNzQ5Y2NkYjktMjhlNS00YWQ2LTg0ZDItZjFmZGE0ZDE3MWQ3XkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '65%'}, {'Source': 'Metacritic', 'Value': '68/100'}]",68,7.4,"42,438",tt0347246,movie,N/A,"$1,334,074",N/A,N/A,True,PISO 7.pdf,
Mundos,2017,N/A,N/A,12 min,"Short, Drama, Sci-Fi",Max Lusson,"Abel Joglar Navarro, Evgeny Yablokov","Luis de Sannta, Mamen Godoy, Pepa Gracia","After her husband suicides, Irene's life has fallen apart. Now she is suffering the consequences of having her world split in two.",Spanish,Spain,N/A,https://m.media-amazon.com/images/M/MV5BYjI4ZjA1MzktMjg3Zi00M2VhLTg4NzAtYWU3YzQyZjVjNWNjXkEyXkFqcGdeQXVyMjcyNzE0Nzk@._V1_SX300.jpg,[],N/A,N/A,N/A,tt7259578,movie,N/A,N/A,N/A,N/A,True,PISO 7.pdf,
Mazinger Z,1972–1974,N/A,03 Dec 1972,30 min,"Action, Animation, Sci-Fi",N/A,N/A,"Jôji Yanami, Hiroya Ishimaru, Isamu Tanonaka","Dr. Hell and Dr. Kabuto are two archaeologists who found the remains of an ancient civilization capable of making giant robots. When Dr. Juzo Kabuto found out Dr. Hell's plans of creating the robots to conquer the Earth, he became his enemy and started the construction of Mazinger Z, a fantastic giant robot, as a defense weapon. The story starts when Dr. Hell sends his first assistant, Baron Ashura, to kill Dr. Kabuto. The attempt is successful, but not completely: Just before his death, he is found by his grandson, Kouji Kabuto, and informs him about the recently finished robot hidden on the underground basement. From this moment on, and with the help of Dr. Gennosuke Yumi -Dr. Kabuto's ex-assistant- the inexpert Kouji manages to learn how to pilot powerful Mazinger. Dr. Yumi also made a robot of his own, called Aphrodite A, and piloted by his daughter Sayaka, which was primarily conceived as a peace-time robot. Both Mazinger and Aphrodite together combat and destroy every mechanical monster created by Dr. Hell and his associates, Baron Ashura and the Iron Mask. In a second season of the series, a new character appears: Dr. Kabuto Jr., father of Kouji, who wasn't dead, but constructing an even more powerful robot: Great Mazinger...","Italian, French, Spanish, Korean, Portuguese, English, Japanese",Japan,N/A,https://m.media-amazon.com/images/M/MV5BODUyODExOGYtYjUxNi00MDk3LWJiZWQtM2E0NGJhN2E3ZWRmXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.8/10'}]",N/A,7.8,"1,621",tt0169473,series,,,,,True,PISO 7.pdf,1
Paprika,2006,R,22 Jun 2007,90 min,"Animation, Drama, Fantasy",Satoshi Kon,"Yasutaka Tsutsui, Seishi Minakami, Satoshi Kon","Megumi Hayashibara, Tôru Emori, Katsunosuke Hori","Three scientists at the Foundation for Psychiatric Research fail to secure a device they've invented, the D.C. Mini, which allows people to record and watch their dreams. A thief uses the device to enter people's minds, when awake, and distract them with their own dreams and those of others. Chaos ensues. The trio - Chiba, Tokita, and Shima - assisted by a police inspector and by a sprite named Paprika must try to identify the thief as they ward off the thief's attacks on their own psyches. Dreams, reality, and the movies merge, while characters question the limits of science and the wisdom of Big Brother.","Japanese, English",Japan,6 wins & 5 nominations total,https://m.media-amazon.com/images/M/MV5BZGJkYjkyMDUtM2U3ZC00NDM3LWI0MzItZjU5MmYwYjg2YmIwXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '87%'}, {'Source': 'Metacritic', 'Value': '81/100'}]",81,7.7,"110,975",tt0851578,movie,N/A,"$882,267",N/A,N/A,True,PISO 7.pdf,
Remi,2022,N/A,15 Jan 2022,N/A,"Short, Drama",Serhat Dogantekin,N/A,"Nikolai Afanasev, Christopher Preyra Leader, Dilay Taskaya","The story is about a prisoner, Oscar(30) and a cockroach that he becomes friends with in his early days in prison. Remi, the roach, leads Oscar to become a better person, but Oscar ends up being a killer again when it comes to pro...",English,Canada,N/A,https://m.media-amazon.com/images/M/MV5BOGZiMDdkNjgtNTE0Ni00NTczLWIyMmUtMDI5MjczN2Q3Y2YwXkEyXkFqcGc@._V1_SX300.jpg,[],N/A,N/A,N/A,tt16296260,movie,N/A,N/A,N/A,N/A,True,PISO 7.pdf,
Candy Candy,1976–1979,TV-Y,01 Oct 1976,30 min,"Animation, Drama, Family",N/A,N/A,"Minori Matsushima, Kazuhiko Inoue, Makio Inoue","This animated series follows the life of a girl named Candy, in a soap-opera way. The story begins with Candy as a baby in the orphanage and contiues with her childhood and teenage years, in a life full of drama and strong emotions.",Japanese,Japan,N/A,https://m.media-amazon.com/images/M/MV5BZWE5ZTlkNTMtYzkxNi00ZWMwLThjYTktYWJkODBmY2UxYzNjXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '8.0/10'}]",N/A,8.0,"2,151",tt0270761,series,,,,,True,PISO 7.pdf,1
Ghost in the Shell: Stand Alone Complex,2002–2005,TV-MA,07 Nov 2004,24 min,"Animation, Action, Crime",N/A,Shirow Masamune,"Peggy O'Neal, Atsuko Tanaka, Osamu Saka","The second season of Ghost in The Shell: Stand Alone Complex begins with Section 9 being called back to work after a hostage situation of concern to the Ruling Party renders the Police useless. The entire team returns to the front lines: Kusanagi, Batoh, Togusa, Ishikawa, Saito, Paz &amp; Borma, with four of the original Tachikomas restored after the firefight of Episode 26. The hostage situation announced the rising of a new terrorist cell, which takes much after another one in the headlines of today's papers. The Individual Eleven, whose members are neither individuals, or total up to eleven are a new threat to Public Security. How does a specialized public security group face an enemy more faceless than the ""laughing man"" during a time of political unrest? Among the broad changes from the first show involve the new ruling party, headed by the new Prime Minister Kabayuki after the prior ousting in GITS: SAC, the Japanese Residents caught in the middle of the affairs and paying the taxes for jobs they're going to lose in a time of recession, and the downtrodden ""invited"" Asian Immigrants of the Second Vietnamese War who were brought to Japan as a half-hearted humanitarian act from the government who was really just seeking cheap labor. And just who is the man called ""Gohda"", a mysterious new 'supervisor' (don't worry, Aramaki still runs the group) who appears to be calling the shots for Section 9 during certain missions? He calls out orders as if he was in charge of the group, yet has no apparent loyalty or respect to the government, military or Section 9.","Japanese, English, Russian",Japan,1 win total,https://m.media-amazon.com/images/M/MV5BY2NkZmQwOWQtNDc3Mi00MzVhLWI5NGUtNzg2ODBhMWZhNjgzXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '8.5/10'}]",N/A,8.5,"22,201",tt0346314,series,,,,,True,PISO 7.pdf,2
Tsubasa,1994–,N/A,07 Feb 1994,N/A,Drama,N/A,N/A,"Shô Aikawa, Kiyoshi Kodama, Azusa Nakamura",N/A,Japanese,Japan,N/A,N/A,"[{'Source': 'Internet Movie Database', 'Value': '8.2/10'}]",N/A,8.2,57,tt1702986,series,,,,,True,PISO 7.pdf,N/A
Allá en el Rancho Grande,1949,N/A,21 Jan 1949,98 min,"Comedy, Drama, Musical",Fernando de Fuentes,"Antonio Guzmán Aguilera, Luz Guzmán de Arellano, Fernando de Fuentes","Jorge Negrete, Lilia del Valle, Eduardo Noriega",N/A,Spanish,Mexico,1 nomination,https://m.media-amazon.com/images/M/MV5BYzlhZjdlYmItNTVlZS00MTA2LTk4ODUtOTQ0ZDBlMGE2YWYzXkEyXkFqcGdeQXVyMTk4MDgwNA@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.1/10'}]",N/A,7.1,101,tt0040088,movie,N/A,N/A,N/A,N/A,True,PISO 7.pdf,
El hombre de la ametralladora,1961,N/A,N/A,85 min,"Crime, Drama, Mystery",Chano Urueta,Ramón Obón,"Fernando Casanova, Rafael Bertrand, Silvia Fournier","A villain hires a hired assassin, ""The Machine Gun Man"" for the kidnapping of two rich girls.",Spanish,Mexico,N/A,https://m.media-amazon.com/images/M/MV5BMTI0N2RiNjgtZDk3Ni00ZjA0LThhNGUtMmVkY2MxMDI5MDQ3XkEyXkFqcGdeQXVyMTk4MDgwNA@@._V1_SX300.jpg,[],N/A,N/A,N/A,tt0277014,movie,N/A,N/A,N/A,N/A,True,PISO 7.pdf,
Arte Mexicano,2015,N/A,15 Nov 2015,N/A,"Short, Comedy",Ricardo Tavera,N/A,Luis Ávila,N/A,Spanish,Mexico,N/A,https://m.media-amazon.com/images/M/MV5BN2JmZjMxOWEtZGJhNi00N2RlLTkwZmMtNTNmN2FkMWE0NGZiXkEyXkFqcGdeQXVyNjIzMDM2MjA@._V1_SX300.jpg,[],N/A,N/A,N/A,tt6388964,movie,N/A,N/A,N/A,N/A,True,PISO 7.pdf,
El automóvil gris,2002,N/A,25 Jul 2002,110 min,Drama,Claudio Valdez Kuri,Enrique Rosas,"Irene Akiko Lida, Sofia Gonzalez de Leon",N/A,Spanish,Mexico,N/A,N/A,[],N/A,N/A,N/A,tt0497090,movie,N/A,N/A,N/A,N/A,True,PISO 7.pdf,
Fullmetal Alchemist: Brotherhood,2009–2010,TV-14,09 Apr 2009,54S min,"Animation, Action, Adventure",N/A,Hiromu Arakawa,"Kent Williams, Iemasa Kayumi, Vic Mignogna","Two brothers lose their mother to an incurable disease. With the power of ""alchemy"", they use taboo knowledge to resurrect her. The process fails, and as a toll for using this type of alchemy, the older brother, Edward Elric loses his left leg while the younger brother, Alphonse Elric loses his entire body. To save his brother, Edward sacrifices his right arm and is able to affix his brother's soul to a suit of armor. With the help of a family friend, Edward receives metal limbs - ""automail"" - to replace his lost ones. With that, Edward vows to search for the Philosopher's Stone to return the brothers to their original bodies, even if it means becoming a ""State Alchemist"", one who uses his/her alchemy for the military.","Japanese, English, French, German, Portuguese, Spanish",Japan,3 wins & 4 nominations total,https://m.media-amazon.com/images/M/MV5BMzNiODA5NjYtYWExZS00OTc4LTg3N2ItYWYwYTUyYmM5MWViXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '9.1/10'}]",N/A,9.1,"232,762",tt1355642,series,,,,,True,PISO 7.pdf,1
"Sida, la peste del siglo XX",1986,N/A,N/A,N/A,Drama,Jesús Franco,"Brian Epstein, Jesús Franco, Marius Lesoeur","Françoise Blanchard, Bill Hoversten, Ricardo Palacios",N/A,Spanish,Spain,N/A,N/A,"[{'Source': 'Internet Movie Database', 'Value': '6.8/10'}]",N/A,6.8,19,tt0435392,movie,N/A,N/A,N/A,N/A,True,PISO 7.pdf,
Cilantro y perejil,1996,PG-13,12 Sep 1998,90 min,"Comedy, Romance",Rafael Montero,"Cecilia Pérez Grovas, Carolina Rivera","Arcelia Ramírez, Demián Bichir, Germán Dehesa","This is a comedy about couples within the same family, striken by crisis, leading to the philosophical and practical question: is it worthwhile to stay together? Susana and Carlos have been married for ten years. He works all day to survive the economic crisis, and she leaves him. Her younger sister, Nora, films the separation for a school project, and tries to save her own relationship with Jorge, a young rock and roll musician. Even the children of Susana and Carlos are not spared the conflicts. And Adela, Susana's grandmother, finds love with Genaro, an antiques aficionado. The answers and conclusions in the film are fun, unpredictable, and very human.",Spanish,Mexico,9 wins & 7 nominations total,https://m.media-amazon.com/images/M/MV5BM2MzY2NkYjctZTY1ZC00MDViLWJhMWItYzkwZTFkZTcxNjg3XkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.3/10'}]",N/A,6.3,498,tt0112675,movie,N/A,N/A,N/A,N/A,True,PISO 7.pdf,
Cristo de los Andes - Colección documentales,2008,N/A,N/A,N/A,Documentary,Rubén Cedeño,Rubén Cedeño,N/A,N/A,Spanish,Venezuela,N/A,https://m.media-amazon.com/images/M/MV5BNzJmZjM4NmYtNTAwNC00MDBkLWE4ZjYtYzI1OGI1MTdjYjM3XkEyXkFqcGdeQXVyNzI4MDMyMTU@._V1_SX300.jpg,[],N/A,N/A,N/A,tt12866376,movie,N/A,N/A,N/A,N/A,True,PISO 7.pdf,
¿Dónde está Macotela?,2009,N/A,20 Feb 2009,N/A,"Documentary, Biography",A. Fernández,A. Fernández (screenplay),Gabriel Macotela,N/A,Spanish,Mexico,N/A,N/A,[],N/A,N/A,N/A,tt1388379,movie,N/A,N/A,N/A,N/A,True,PISO 7.pdf,
La emperatriz de México: Retrato de una cosmopolita - Mariana Frenk-Westheim,2006,N/A,07 Feb 2006,57 min,"Documentary, Biography","Christiane Burkhard, Anne Huffschmid",N/A,Mariana Frenk-Westheim,N/A,Spanish,Mexico,N/A,N/A,[],N/A,N/A,N/A,tt0814679,movie,N/A,N/A,N/A,N/A,True,PISO 7.pdf,
Once Upon a Time in Mexico,2003,R,12 Sep 2003,102 min,"Action, Crime, Thriller",Robert Rodriguez,Robert Rodriguez,"Antonio Banderas, Salma Hayek, Johnny Depp","Return of the mythic guitar-slinging hero, El Mariachi (Antonio Banderas), in the final installment of the Mariachi/Desperado trilogy. The saga continues as El Mariachi makes his way across a rugged landscape on the blood trail of Barrillo (Willem Dafoe), a cartel kingpin with one last score to settle who is planning a coup d'etat against the president of Mexico. Enlisted by Sands (Johnny Depp), a corrupt CIA agent, El Mariachi demands retribution.","English, Spanish",United States,3 wins & 6 nominations total,https://m.media-amazon.com/images/M/MV5BMTU5MDg5OTcwOV5BMl5BanBnXkFtZTcwMjI1MTIzMw@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '66%'}, {'Source': 'Metacritic', 'Value': '56/100'}]",56,6.3,"175,835",tt0285823,movie,N/A,"$56,359,780",N/A,N/A,True,PISO 7.pdf,
¡Que viva México!,2023,R,23 Mar 2023,191 min,Comedy,Luis Estrada,"Luis Estrada, Jaime Sampietro","Damián Alcázar, Alfonso Herrera, Joaquín Cosio","After his grandfather's death, a man travels with his wife and kids to his hometown, where chaos ensues with his relatives over the inheritance.",Spanish,Mexico,2 wins & 14 nominations,https://m.media-amazon.com/images/M/MV5BNGFkZjgxNGMtYWU3NS00MjlhLTg2ZDgtY2MxOGY3MTU4ZGQzXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.6/10'}]",N/A,5.6,"2,544",tt22185848,movie,N/A,"$161,222",N/A,N/A,True,PISO 7.pdf,
Mapa,2012,N/A,08 Feb 2013,85 min,"Documentary, Biography",Elías León Siminiani,Elías León Siminiani,Elías León Siminiani,"This is the story of a young Spanish director burned out by his job on TV, who went to India in search of his first feature film only to discover that the real search was not for him in India but back home. However, upon return in Madrid, everything went the opposite as he expected...",Spanish,"Spain, India",3 wins & 3 nominations,https://m.media-amazon.com/images/M/MV5BNTAzMzc2ZWMtZmY1Yy00Y2JkLWFlZTItM2U2ZGRjMDM0ZWFjXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.9/10'}]",N/A,6.9,251,tt2494396,movie,N/A,N/A,N/A,N/A,True,PISO 7.pdf,
Los herederos,1970,N/A,18 Jun 1970,87 min,Drama,David Stivel,"Norma Aleandro, David Stivel","Norma Aleandro, Federico Luppi, Bárbara Mujica","The last members of a declining aristocratic family are provided by a man of inferior social grounds but with a better economic status. Based on Aleandroo's plot, Los Herederos was David Stivel's sole film experience. His comprehension of the nature of each scene is showed in a virtuous handling of space, in the expressive use of different scenery elements, in the creation out of the close-ups of a claustrophobic atmosphere",Spanish,Argentina,1 nomination,https://m.media-amazon.com/images/M/MV5BY2M1N2FkODUtOTk1OS00NmVjLWJiZGYtMDg3NDBkNjE0ZTE5XkEyXkFqcGdeQXVyMjM5NDM1MTE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.4/10'}]",N/A,6.4,33,tt0223448,movie,N/A,N/A,N/A,N/A,True,PISO 7.pdf,
El hombre de los hongos,1976,N/A,02 Sep 1976,110 min,"Drama, Romance",Roberto Gavaldón,"Emilio Carballido, Tito Davison, Sergio Galindo","Isela Vega, Adolfo Marsillach, Ofelia Medina","A family of rich landowners from the colonial era owns a sugar plantation on the edge of the jungle. While hunting in the forest one day, the father, Don Everardo, discovers a young black orphan by the river. He brings the child to his mansion and call him Gaspar. Friendly and intelligent, the boy quickly becomes a new member of the family. He plays with his son Sebastian, and his two daughters, Emma and Lucila, as if they were his own siblings. The family occasionally has lavish receptions with fine dining. One of Don Everardo's favorite mushroom dishes is prepared with an old family recipe from Spain. The family discovers if the mushrooms are edible by making a servant eat a few first; if the servant collapses and dies, then the family does not serve mushrooms to the party. The family has another flirtation with danger: They keep a black panther called Toy chained in the main courtyard; from time to time they release it and let it chase people. Some years pass, and Gaspar grows into a handsome young man, and Lucila and Emma become beautiful women. They go hiking in the woods and swimming in the river. But children's play has become flirtations, especially between Gaspar and Emma. Along the way, Gaspar reveals his knowledge of different species of mushrooms that grow in the forest. There is also an incestuous relationship between Sebastian and Lucila, who want to leave the hacienda and go to the capital city where they can meet people of their own age. The family unit falls apart when Emma and Elvira compete for the attentions of Gaspar. Elvira's flirtations with Gaspar provoke the jealousy of her husband and daughter Emma. One night someone mysteriously releases the panther and it attacks Elvira after her failed attempt to seduce Gaspar. When Lucila takes the place of her mother, she informs Don Everardo about Emma's affair with Gaspar, and Don Everardo decides to make him the new ""man of the mushrooms."" But nobody else has Gaspar's knowledge of mushrooms, and a lavish party at the farm becomes a circus when Emma and Gaspar take advantage of the mushrooms to get rid of the rest of their own family and escape together. But once in the forest, Gaspar suddenly disappears.",Spanish,"Mexico, Spain",N/A,https://m.media-amazon.com/images/M/MV5BY2YzYzAyODktOWNmYS00MTMwLWExMzYtMjU3ZGIwNmRlNGRlXkEyXkFqcGdeQXVyMTk4MDgwNA@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.8/10'}]",N/A,5.8,118,tt0074636,movie,N/A,N/A,N/A,N/A,True,PISO 7.pdf,
El grito de Dolores o La independencia de México,1907,N/A,12 Sep 1907,N/A,Drama,Felipe de Jesús Haro,N/A,Felipe de Jesús Haro,N/A,"None, Spanish",Mexico,N/A,https://m.media-amazon.com/images/M/MV5BNWM1N2RkZDItOWE0OC00ZWQ4LWFlYWItMTQxZTc0NjM2OTZjXkEyXkFqcGdeQXVyMTk1MjA1NjU@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '4.7/10'}]",N/A,4.7,34,tt0280714,movie,N/A,N/A,N/A,N/A,True,PISO 7.pdf,
Jose Guadalupe Posada,1966,N/A,N/A,9 min,Short,Manuel Gonzalez Casanova,"Manuel Gonzalez Casanova, Carlos Illescas",N/A,N/A,Spanish,Mexico,N/A,N/A,[],N/A,N/A,N/A,tt0322874,movie,N/A,N/A,N/A,N/A,True,PISO 7.pdf,
Robinson y Viernes en la isla encantada,1973,N/A,N/A,95 min,Adventure,René Cardona Jr.,"Mario A. Zacarías, René Cardona Jr., Daniel Defoe","Hugo Stiglitz, Ahui Camacho, Carlos Agostí",N/A,Spanish,Mexico,N/A,https://m.media-amazon.com/images/M/MV5BMjg2YTliM2UtNzJiMi00NjhjLWE2Y2QtM2E4Y2QyNzUzMWYyXkEyXkFqcGdeQXVyMTEwMDM0MjI@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.4/10'}]",N/A,6.4,42,tt1252576,movie,N/A,N/A,N/A,N/A,True,PISO 7.pdf,
No toca botón,1987–,N/A,10 Mar 1987,60 min,Comedy,N/A,N/A,"Susana Romero, Susana Traverso, Alberto Olmedo",A television show full of hilarious sketches starred by Argentine actor Alberto Olmedo alongside other comedians such as Javier Portales and Adrián Martel.,Spanish,Argentina,N/A,https://m.media-amazon.com/images/M/MV5BNzI5NDkzMmEtZjBhYS00MzQyLTljZTgtYzc2ZDQwZTViYTVjXkEyXkFqcGdeQXVyMzI5NzQzMTA@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '8.3/10'}]",N/A,8.3,123,tt0281475,series,,,,,True,PISO 7.pdf,1
"María Sabina, mujer espíritu",1978,N/A,N/A,80 min,Documentary,Nicolás Echevarría,"Nicolás Echevarría, Alvaro Estrada",María Sabina,"""Maria Sabina, woman spirit"", is the cinematic portrait of one of the most famous healers-shamans of Mexico.",Spanish,Mexico,N/A,https://m.media-amazon.com/images/M/MV5BZjU2ODZlOTAtMTQyMi00MDM2LTlkY2YtODk1NmJjOTliYTI1XkEyXkFqcGdeQXVyNTcxMjA3MjU@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.8/10'}]",N/A,7.8,76,tt0295426,movie,N/A,N/A,N/A,N/A,True,PISO 7.pdf,
Danzón,1991,PG-13,27 Jun 1991,120 min,Drama,María Novaro,"Beatriz Novaro, María Novaro","María Rojo, Carmen Salinas, Tito Vasconcelos","Julia (Rojo) is a phone operator in Mexico City who divides her time between her job, her daughter and the danzon: a cuban dance very popular in Mexico and Central America. Every wednesday Julia does the danzon with Carmelo (Rergis) in the old ""Salon Colonia"". They've danced for years but barely know each other. One night Carmelo disappears without a trace. Feeling lonely and sad, Julia takes a train to Veracruz, where she knows Carmelo has a brother. That sudden trip will change Julia's life forever.",Spanish,"Mexico, Spain",6 wins & 6 nominations,https://m.media-amazon.com/images/M/MV5BN2NlMzg3NGYtZDA4OC00ODM2LWFlZDctNDhhMTM3NGM2NmIxXkEyXkFqcGdeQXVyMTcwOTQzOTYy._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '67%'}]",N/A,6.8,685,tt0101658,movie,N/A,"$450,501",N/A,N/A,True,PISO 7.pdf,
Triumphal Reception of Lou Choles,1905,N/A,N/A,N/A,"Documentary, Short",N/A,N/A,N/A,N/A,English,UK,N/A,N/A,[],N/A,N/A,N/A,tt3286020,movie,N/A,N/A,N/A,N/A,True,PISO 7.pdf,
Castillo,2009,N/A,N/A,N/A,Short,Jorge Tur Moltó,"J.B. Castillo (screenplay), Jose Angel Mazcuñán (screenplay), Jorge Tur Moltó (screenplay)",N/A,N/A,Spanish,Spain,1 win.,N/A,[],N/A,N/A,N/A,tt1625132,movie,N/A,N/A,N/A,N/A,True,PISO 7.pdf,
La guerra santa,1979,N/A,05 Jul 1979,110 min,"Action, Drama, History",Carlos Enrique Taboada,Carlos Enrique Taboada,"Jorge Luke, José Carlos Ruiz, Víctor Junco","The action is located in the 1927 rural Mexico. It refers to the Cristero War and the way the clerical groups, in a fanatical struggle against the Government of Calles, manipulate the peasants.",Spanish,Mexico,2 wins & 1 nomination,https://m.media-amazon.com/images/M/MV5BOWQ2ODBlN2MtMmU1OS00M2Q5LTk0Y2YtZmY1MzgzYWZjNDdjXkEyXkFqcGdeQXVyMTk4MDgwNA@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.2/10'}]",N/A,7.2,95,tt0233833,movie,N/A,N/A,N/A,N/A,True,PISO 7.pdf,
El grito de Dolores o La independencia de México,1907,N/A,12 Sep 1907,N/A,Drama,Felipe de Jesús Haro,N/A,Felipe de Jesús Haro,N/A,"None, Spanish",Mexico,N/A,https://m.media-amazon.com/images/M/MV5BNWM1N2RkZDItOWE0OC00ZWQ4LWFlYWItMTQxZTc0NjM2OTZjXkEyXkFqcGdeQXVyMTk1MjA1NjU@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '4.7/10'}]",N/A,4.7,34,tt0280714,movie,N/A,N/A,N/A,N/A,True,PISO 7.pdf,
"México, bajo la optica de Juan Guzmán",2004,N/A,04 Oct 2004,29 min,"Documentary, Short",Sandra Luz Aguilar,Sandra Luz Aguilar,N/A,N/A,Spanish,Mexico,N/A,N/A,[],N/A,N/A,N/A,tt0438920,movie,N/A,N/A,N/A,N/A,True,PISO 7.pdf,
Viva TinTan,2007,N/A,N/A,24 min,"Documentary, Short",Alejandro Arriaga,N/A,"Maria Barracuda, Saúl Hernandez, Natalia Lafourcade, Roco",N/A,Spanish,Mexico,N/A,N/A,[],N/A,N/A,N/A,tt4538568,movie,N/A,N/A,N/A,N/A,True,PISO 7.pdf,
Oaxaca,1924,N/A,27 Nov 1924,N/A,"Documentary, Short",Oscar Aragon,N/A,N/A,N/A,N/A,Mexico,N/A,N/A,[],N/A,N/A,N/A,tt0399434,movie,N/A,N/A,N/A,N/A,True,PISO 7.pdf,
La Vie En Rose,2007,PG-13,20 Jul 2007,140 min,"Biography, Drama, Music",Olivier Dahan,"Isabelle Sobelman, Olivier Dahan","Marion Cotillard, Sylvie Testud, Pascal Greggory","An un-chronological look at the life of the Little Sparrow, Édith Piaf (1915-1963). Her mother is an alcoholic street singer, her father a circus performer, her paternal grandmother a madam. During childhood she lives with each of them. At 20, she's a street singer discovered by a club owner who's soon murdered, coached by a musician who brings her to concert halls, and then quickly famous. Constant companions are alcohol and heartache. The tragedies of her love affair with Marcel Cerdan and the death of her only child belie the words of one of her signature songs, ""Non, je ne regrette rien."" The back and forth nature of the narrative suggests the patterns of memory and association.","French, English","France, United Kingdom, Czech Republic",Won 2 Oscars. 48 wins & 61 nominations total,https://m.media-amazon.com/images/M/MV5BODgwMDcyMTAtY2I5Yy00OWMyLTgyYzktYWExMTJkMzM1Yjg4XkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '50%'}, {'Source': 'Metacritic', 'Value': '66/100'}]",66,7.5,"92,777",tt0450188,movie,N/A,"$10,301,706",N/A,N/A,True,PISO 7.pdf,
México: La historia de su democracia,2004–,N/A,N/A,N/A,N/A,N/A,N/A,"Carlos Fuentes, Enrique Krauze, Lorenzo Meyer",N/A,Spanish,Mexico,N/A,N/A,"[{'Source': 'Internet Movie Database', 'Value': '7.7/10'}]",N/A,7.7,11,tt0437736,series,,,,,True,PISO 7.pdf,1
México sobre rieles,2010,N/A,04 Mar 2010,57 min,Documentary,Felipe Vazquez Maqueda,Felipe Vazquez Maqueda (screenwriter),"Julian Avendaño, Pedro Cárdenas, Sebastian Munguia Espinoza, Antonio Flores",N/A,Spanish,Mexico,N/A,N/A,[],N/A,N/A,N/A,tt1772986,movie,N/A,N/A,N/A,N/A,True,PISO 7.pdf,
