Title,Year,Rated,Released,Runtime,Genre,Director,Writer,Actors,Plot,Language,Country,Awards,Poster,Ratings,Metascore,imdbRating,imdbVotes,imdbID,Type,DVD,BoxOffice,Production,Website,Response,SourcePDF,totalSeasons
Dream House,2011,PG-13,30 Sep 2011,92 min,"Drama, Mystery, Thriller",Jim Sheridan,David Loucka,"Daniel Craig, Rachel Weisz, Naomi Watts","Some say that all houses have memories. For one man, his home is the place he would kill to forget. A family unknowingly moves into a home where several grisly murders were committed ... only to find themselves the killer's next target. Successful publisher Will Atenton (Craig) quit a job in New York City to relocate his wife, Libby (Weisz), and two girls to a quaint New England town. But as they settle into their new life, they discover their perfect home was the scene of the murder of a mother and her children. And the entire city believes it was at the hands of the husband who survived. When Will investigates the tragedy, his only lead comes from Ann Paterson (Watts), a neighbour who was close to the family that died. As Will and Ann piece together the disturbing puzzle, they discover that the story of the last man to leave Will's dream house will be just as horrifying to the one who came next.",English,"United States, Canada, Ireland",2 nominations total,https://m.media-amazon.com/images/M/MV5BYWNkYzBmODAtZGIxOC00MGQ1LWIyYmYtNjE1ZDIxOGEwZDE2XkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '7%'}, {'Source': 'Metacritic', 'Value': '35/100'}]",35,6.0,"71,050",tt1462041,movie,N/A,"$21,302,340",N/A,N/A,True,CINE.pdf,
Drive Angry,2011,R,25 Feb 2011,104 min,"Action, Comedy, Crime",Patrick Lussier,"Todd Farmer, Patrick Lussier","Nicolas Cage, Amber Heard, William Fichtner","John Milton is up against the clock: Jonah King, the leader of a Satanic cult, has murdered Milton's daughter and kidnapped her baby. In three days, King and his followers will sacrifice the child at midnight. Milton picks up the trail in Oklahoma as well as rescuing a waitress named Piper from her brutal, two-timing fiancé. There are odd things about Milton: his driver's license is out of date, he has a very strange gun, and he's being pursued by a man in a suit who carries FBI ID and calls himself the Accountant. Piper, who's lived a life on the sidelines, has to piece things together on the fly as they close in on King.",English,United States,1 win & 6 nominations total,https://m.media-amazon.com/images/M/MV5BMjIwNTM4Njg2NF5BMl5BanBnXkFtZTcwNDQwMTAwNA@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '46%'}, {'Source': 'Metacritic', 'Value': '44/100'}]",44,5.4,"106,369",tt1502404,movie,N/A,"$10,721,033",N/A,N/A,True,CINE.pdf,
Dos tipos de cuidado,1953,TV-PG,05 Nov 1953,111 min,"Comedy, Musical, Romance",Ismael Rodríguez,"Ismael Rodríguez, Carlos Orellana","Jorge Negrete, Pedro Infante, Carmelita González","In a small town in rural Mexico during the 1950s, Jorge Bueno (Jorge Negrete) and Pedro Malo (Pedro Infante) are best friends, Pedro is in love with Jorge's sister María, and Jorge is dating Pedro's cousin Rosario. Jorge leaves town and returns the next year to discover that his best friend married his girlfriend. Jorge grows bitter and his friendship with Pedro is shattered.",Spanish,Mexico,N/A,https://m.media-amazon.com/images/M/MV5BNjVjOTQ2ZDktMDA2NS00NmFjLWFiMDYtNDQ2ZjJhMjBmNjc0XkEyXkFqcGdeQXVyMTk4MDgwNA@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '8.0/10'}]",N/A,8.0,989,tt0044560,movie,N/A,N/A,N/A,N/A,True,CINE.pdf,
Contacto,2006–,N/A,16 Jan 2006,60 min,Talk-Show,N/A,N/A,"Nuno Graciano, Rita Ferro Rodrigues, Maya",N/A,Portuguese,Portugal,N/A,https://m.media-amazon.com/images/M/MV5BM2I5ZGNkMzktZmI5Ni00NTQ0LWI5MmEtNmNlMzUxOWNjZmIzXkEyXkFqcGdeQXVyNDg5MjMyMTM@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '3.4/10'}]",N/A,3.4,23,tt0876209,series,,,,,True,CINE.pdf,1
Dr. Jekyll and Mr. Hyde,1931,Approved,03 Jan 1932,98 min,"Horror, Sci-Fi",Rouben Mamoulian,"Samuel Hoffenstein, Percy Heath, Robert Louis Stevenson","Fredric March, Miriam Hopkins, Rose Hobart","Based on the story by Robert Louis Stevenson, Dr. Henry Jekyll believes that there are two distinct sides to men - a good and an evil side. He believes that by separating the two man can become liberated. He succeeds in his experiments with chemicals to accomplish this and transforms into Hyde to commit horrendous crimes. When he discontinues use of the drug it is already too late...",English,United States,Won 1 Oscar. 7 wins & 2 nominations total,https://m.media-amazon.com/images/M/MV5BY2RlMTY4ZGItM2ViMC00ZjYzLWE5ZTMtNGY1M2I0NGFjYTlkXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '91%'}, {'Source': 'Metacritic', 'Value': '88/100'}]",88,7.6,"17,099",tt0022835,movie,N/A,N/A,N/A,N/A,True,CINE.pdf,
El Duelo,2018,N/A,04 May 2018,8 min,"Short, Adventure",Aritzeder Arregi,N/A,Sandra Aguirre,The story of two Knights confronted over time by the memories of a childhood in which they were friends.,Spanish,Spain,N/A,https://m.media-amazon.com/images/M/MV5BNGViZDgxMWEtMmExNS00NjZkLWFlOWItNzg4YjFiMjIxYjVlXkEyXkFqcGdeQXVyMzc3MzE3NDk@._V1_SX300.jpg,[],N/A,N/A,N/A,tt8362734,movie,N/A,N/A,N/A,N/A,True,CINE.pdf,
Dunas,2011,N/A,01 Aug 2012,8 min,"Short, Drama",Alexander Quezada,"Alexander Quezada, Carlos Vallejo","Juan Cely, Javier Gardeazábal, Andrea Gómez","Roads, different times and strange sensations, represent a sentimental separation.",Spanish,Colombia,N/A,N/A,[],N/A,N/A,N/A,tt2271307,movie,N/A,N/A,N/A,N/A,True,CINE.pdf,
Attempts for a F(l)ight,2006,N/A,07 Apr 2006,6 min,Short,Christos Netsos,N/A,N/A,N/A,None,Greece,N/A,N/A,[],N/A,N/A,N/A,tt21437598,movie,N/A,N/A,N/A,N/A,True,CINE.pdf,
Ecuación,2016,N/A,20 Oct 2016,86 min,"Horror, Mystery, Thriller",Sergio Mazurek,"Guillermo Barrantes, Christian Busquier","Diego Alfonso, Germán Baudino, Jorge Booth","The misfortunes pursue Dr. Hermes Vanth. And for him, that unfortunately has a face: a mysterious old man who is present in each of the fatalities around him.",Spanish,Argentina,N/A,https://m.media-amazon.com/images/M/MV5BMzg2NDY2ZjYtNTUwMi00NDE4LWIwM2MtMTFlMTc5NjU0ZTUyXkEyXkFqcGdeQXVyMjg1OTAzNTE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '4.1/10'}]",N/A,4.1,19,tt5781226,movie,N/A,N/A,N/A,N/A,True,CINE.pdf,
Efecto Mariposa,2018,N/A,13 May 2018,N/A,Drama,N/A,N/A,"Margarita Llanos, Alex Rivera, Mauricio Roa",N/A,Spanish,Chile,N/A,https://m.media-amazon.com/images/M/MV5BNmM1NDkwMzMtZjFkMS00MWUyLTgzYTUtMGYzOGE3Y2M4NDE0XkEyXkFqcGdeQXVyMTcxNTYyMjM@._V1_SX300.jpg,[],N/A,N/A,N/A,tt8536926,series,,,,,True,CINE.pdf,1
Africa,2013,TV-PG,02 Jan 2013,360 min,Documentary,N/A,N/A,"David Attenborough, Simon Blakeney, Hugh Pearson","Africa, the world's wildest continent. David Attenborough takes us on an awe-inspiring journey through one of the most diverse places in the world. We visit deserts, savannas, and jungles and meet up with some of Africa's amazing wildlife.",English,United Kingdom,2 wins & 3 nominations total,https://m.media-amazon.com/images/M/MV5BNWIxM2MyYzItMzZkMC00YTI4LWI4M2UtNWNlYjk5MzU5YjY2XkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '8.9/10'}]",N/A,8.9,"23,395",tt2571774,series,,,,,True,CINE.pdf,1
Doctor Zhivago,1965,Approved,31 Dec 1965,197 min,"Drama, Romance, War",David Lean,"Boris Pasternak, Robert Bolt","Omar Sharif, Julie Christie, Geraldine Chaplin","During the Russian Revolution, Dr. Yuri Zhivago (Omar Sharif) is a young doctor who has been raised by his aunt and uncle following his father's suicide. Yuri falls in love with beautiful Lara Guishar (Julie Christie), who has been having an affair with her mother's lover, Victor Komarovsky (Rod Steiger), an unscrupulous businessman. Yuri, however, ends up marrying his cousin, Tonya (Geraldine Chaplin). But when he and Lara meet again years later, the spark of love reignites.","English, Russian, French","Italy, United Kingdom, United States",Won 5 Oscars. 22 wins & 13 nominations total,https://m.media-amazon.com/images/M/MV5BNWQyZGNmZWItNjc0OS00M2YyLWJkZmYtZWNlNDE2MzMwYzUzXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '82%'}, {'Source': 'Metacritic', 'Value': '69/100'}]",69,7.9,"86,506",tt0059113,movie,N/A,"$111,721,910",N/A,N/A,True,CINE.pdf,
Morir,2017,N/A,26 Sep 2017,104 min,Drama,Fernando Franco,"Coral Cruz, Fernando Franco, Arthur Schnitzler","Marian Álvarez, Andrés Gertrúdix, César Sarachu","The film revolves around Luis and Marta, whose lives are paralyzed by the outbreak of a disease that is accompanied by guilt, lies and fear, thus testing the stability and love of the couple.",Spanish,Spain,1 win & 12 nominations,https://m.media-amazon.com/images/M/MV5BNjUxNDAzNGEtZmQ0Mi00ZjM3LWFmYzYtYjBiYjQ4MGU3MmRmXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.5/10'}]",N/A,6.5,557,tt6069668,movie,N/A,N/A,N/A,N/A,True,CINE.pdf,
Sisters,2015,R,18 Dec 2015,118 min,Comedy,Jason Moore,Paula Pell,"Amy Poehler, Tina Fey, Maya Rudolph","Sisters Kate and Maura Ellis are summoned home to clean out their childhood bedroom before their parents sell the family house, much to their dismay. Looking to recapture their glory days, they throw one final high-school-style party for their classmates, which turns into the cathartic rager that a bunch of ground-down adults really need.",English,United States,4 nominations total,https://m.media-amazon.com/images/M/MV5BMjM3MzQ5NDE5MF5BMl5BanBnXkFtZTgwODE5OTQyNzE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '60%'}, {'Source': 'Metacritic', 'Value': '58/100'}]",58,6.0,"72,716",tt1850457,movie,N/A,"$87,044,645",N/A,N/A,True,CINE.pdf,
Charm School,2007–2009,N/A,10 Apr 2007,N/A,Reality-TV,N/A,"Cris Abrego, Mark Cronin","Sharon Osbourne, Riki Rachtman, Brandi Mahon",This 'Flavor Of Love' Spin-Off puts the ladies to be trained in proper etiquette and having their social skills put to the test.,English,United States,N/A,https://m.media-amazon.com/images/M/MV5BOTU3MDc2NWMtMzE4ZS00NGUyLWI4ZTEtNDE4NzdjMDg4ODM5XkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.5/10'}]",N/A,5.5,"1,129",tt0896084,series,,,,,True,CINE.pdf,2
Eros una vez María,2007,R,09 Nov 2007,88 min,"Drama, Romance",Jesús Magaña Vázquez,Jesús Magaña Vázquez,"Diana Bracho, Julio Bracho, Bianca Calderón","María is Tonatiuh's big love, but he loses her. He tries to keep her essence, seeking restlessly in every woman he meet, trying to get so many experiences about them as he can, so he is able to find something wich remembers him about his lost love. All that women have a peculiarity: they are called María.",Spanish,Mexico,1 nomination,https://m.media-amazon.com/images/M/MV5BMzIxNDUxY2YtMjM5ZS00NTQ2LWI5ODktYTU3NTNlMjlkZTYyL2ltYWdlXkEyXkFqcGdeQXVyMTk4MDgwNA@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.3/10'}]",N/A,5.3,79,tt0996389,movie,N/A,N/A,N/A,N/A,True,CINE.pdf,
El Quinto Escalón,2012–2017,N/A,11 Mar 2012,N/A,"Game-Show, Music, Reality-TV",N/A,N/A,"Alejo, Muphasa, MKS","The battle in which new, aspiring and talented rappers, artists, freestyles and music talents, grow and show their true selves in a battle that will not only determine their lyrical power, but their flow, rhythm and, their rivals.",Spanish,Argentina,N/A,N/A,[],N/A,N/A,N/A,tt35435054,series,,,,,True,CINE.pdf,N/A
Escuela de música,1955,N/A,N/A,86 min,"Comedy, Musical",Miguel Zacarías,"Edmundo Báez, Miguel Zacarías","Libertad Lamarque, Pedro Infante, Luis Aldás","About an industrialist with lots of money and a singing teacher forced to leave school because she lacks financial resources. Thanks to their singing skills, they will join in a tour through different countries of Latin America.",Spanish,Mexico,N/A,https://m.media-amazon.com/images/M/MV5BMTQwNjUxNzUwMl5BMl5BanBnXkFtZTcwMzQ5MTk2MQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.0/10'}]",N/A,7.0,105,tt0048046,movie,02 Sep 2003,N/A,N/A,N/A,True,CINE.pdf,
Escuela de rateros,1958,G,N/A,95 min,"Comedy, Crime",Rogelio A. González,"Luis Alcoriza, Carlos Llopis","Pedro Infante, Yolanda Varela, Rosita Arenas","Victor (Pedro Infante), is blackmailed by an old associate, Eduardo (Eduardo Fajardo), who is a jewel thief. Victor decides to denounce him to the police but gets murdered. Then the police uses Raul (also Pedro Infante), a naive bread delivery guy who happens to look exactly like Victor, to catch Eduardo. Finally Raul helps capture the jewel thief, receives the reward, and marries Victor's girlfriend.",Spanish,Mexico,N/A,https://m.media-amazon.com/images/M/MV5BNzAwMTYwNTMyN15BMl5BanBnXkFtZTcwMTgxMDU1MQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.8/10'}]",N/A,6.8,179,tt0049185,movie,N/A,N/A,N/A,N/A,True,CINE.pdf,
Eso,1996,N/A,06 Jun 1997,100 min,Comedy,Fernando Colomo,"José Ángel Esteban, Carlos López","Daniel Guzmán, Diana Gálvez, Antonio Molero","Fernando Colomo keeps using the same comedy pattern in practically every film he does; this isn't necessarily a bad thing, because sometimes it works perfectly and the lack of originality isn't noticed. In this case the results are simply decent, the usual mix of romance and bitterness with funny moments that worked so well in ""Bajarse al moro"", but that here never gets to fascinate like it did in that movie.The film follows a plot structure already seen and done a thousand times and frankly, sometimes it gets boring and tiresome. The movie works because of some really good moments, excellent secondary characters (like Cámara) and a very good cast. But obviously the film won't make history.",Spanish,Spain,1 win,https://m.media-amazon.com/images/M/MV5BMjE1MTQ1NzU0N15BMl5BanBnXkFtZTcwMzkzMzMzMQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.5/10'}]",N/A,5.5,123,tt0172402,movie,N/A,N/A,N/A,N/A,True,CINE.pdf,
Espartaco (Informe confidencial),2003,N/A,N/A,30 min,"Documentary, Short",Jorge Ortiz de Landázuri Yzarduy,Tony Partearroyo,N/A,N/A,"English, Spanish",Spain,N/A,N/A,[],N/A,N/A,N/A,tt0395528,movie,N/A,N/A,N/A,N/A,True,CINE.pdf,
Eros,2004,R,03 Dec 2004,104 min,"Drama, Romance","Michelangelo Antonioni, Wong Kar-Wai, Steven Soderbergh","Wong Kar-Wai, Steven Soderbergh, Michelangelo Antonioni","Robert Downey Jr., Alan Arkin, Gong Li","Three separate stories of love, desire and/or obsession are presented. ""The Hand"" tells of the desire that builds in the several years long largely professional relationship (his profession) between Xiao Zhang, the apprentice to tailor Mr. Jin, and Ms. Hua, a prostitute, the two who meet when he is first sent to take her measurements for a new dress. Sexually inexperienced, that meeting awakens Zhang's sexual desires. The story takes place during a phase of Ms. Hua's life when she becomes ill, making her unable to work and thus live to the style to which she is accustomed. In ""Equilibrium"", Nick Penrose is having his first session with Dr. Pearl, a therapist, Nick's anxiety and thus want to see a therapist probably due to a combination of starting a new project with his colleague Hal in their job as advertising executives, and a recurring dream he is having about a woman who he doesn't know but knows in the dream, that woman who is not his wife, Cecelia. These issues may be at play but not quite in the way he expects as shown after this therapy session. And in ""The Dangerous Thread of Things"", Christopher and Cloe are probably coming to the end of their relationship. They still seem to love each other but don't seem to be able to be with each other in always arguing. Their relationship is affected by each individually encountering Linda, the girl who lives in the tower across the way from their house.","Mandarin, English, Italian","United Kingdom, France, Italy, Hong Kong, Luxembourg, United States",1 win & 1 nomination total,https://m.media-amazon.com/images/M/MV5BMTk2MjQ2NTAzOV5BMl5BanBnXkFtZTcwMTg5NzgyMQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '33%'}, {'Source': 'Metacritic', 'Value': '51/100'}]",51,5.9,"7,574",tt0343663,movie,N/A,"$188,392",N/A,N/A,True,CINE.pdf,
Sermon del escandalo,1975,N/A,N/A,60 min,Documentary,Ciro Robles Berumen,N/A,N/A,N/A,Spanish,Mexico,N/A,N/A,[],N/A,N/A,N/A,tt0393722,movie,N/A,N/A,N/A,N/A,True,CINE.pdf,
El Espiritu de la Colmena,2018,N/A,N/A,50 min,Documentary,Charles de Ville,Charles de Ville,N/A,"The scarce population of Duva-Yoo, in Mexico, has grown fast, powered by illegal immigration's american dream. Some villagers quit dependence and develop a local economy : beehives business.",Spanish,"Belgium, Mexico",N/A,https://m.media-amazon.com/images/M/MV5BMWYxNzhlOGYtMTc5Ny00MTU1LWJlNTktMTFiY2Q0YjBjMDFmXkEyXkFqcGdeQXVyODY4NDU2ODQ@._V1_SX300.jpg,[],N/A,N/A,N/A,tt7974832,movie,N/A,N/A,N/A,N/A,True,CINE.pdf,
Catch Me If You Can,2002,PG-13,25 Dec 2002,141 min,"Biography, Crime, Drama",Steven Spielberg,"Frank Abagnale Jr., Stan Redding, Jeff Nathanson","Leonardo DiCaprio, Tom Hanks, Christopher Walken","A true story about Frank Abagnale Jr. who, before his 19th birthday, successfully conned millions of dollars worth of checks as a Pan Am pilot, doctor, and legal prosecutor. An FBI agent makes it his mission to put him behind bars. But Frank not only eludes capture, he revels in the pursuit.","English, French","United States, Canada",Nominated for 2 Oscars. 16 wins & 46 nominations total,https://m.media-amazon.com/images/M/MV5BMTY5MzYzNjc5NV5BMl5BanBnXkFtZTYwNTUyNTc2._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '8.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '96%'}, {'Source': 'Metacritic', 'Value': '75/100'}]",75,8.1,"1,221,144",tt0264464,movie,N/A,"$164,615,351",N/A,N/A,True,CINE.pdf,
Hitler está vivo,2006,N/A,N/A,2 min,"Short, Comedy",Álex de la Iglesia,"Manuel Tallafé, Álex de la Iglesia, Amaya Díez","Manuel Tallafé, Claudia de la Iglesia, Rebeca",Hitler lives. A secret interview in 1970.,Spanish,Spain,N/A,N/A,"[{'Source': 'Internet Movie Database', 'Value': '3.0/10'}]",N/A,3.0,62,tt2713178,movie,N/A,N/A,N/A,N/A,True,CINE.pdf,
Esquizofrenia,2004,N/A,N/A,15 min,Short,Simón Delacre,Simón Delacre,N/A,N/A,Spanish,Argentina,N/A,N/A,"[{'Source': 'Internet Movie Database', 'Value': '7.8/10'}]",N/A,7.8,5,tt0485208,movie,N/A,N/A,N/A,N/A,True,CINE.pdf,
El Estudiante,2009,N/A,08 Oct 2010,95 min,Drama,Roberto Girault,"Roberto Girault, Olivia Núñez, Gastón Pavlovich","Jorge Lavat, Norma Lazareno, José Carlos Ruiz","Chano (Jorge Lavat), a retiree in his seventies, enrolls at a university to follow his long-deferred dream of studying literature and in the process he tears down the generational gap with a group of youngsters. In a clash of diverse customs and traditions, they share their hopes and dreams, overcoming the challenges of life, romance and friendship.",Spanish,Mexico,4 wins & 1 nomination,https://m.media-amazon.com/images/M/MV5BNWIzNDc1NTktMjEyOS00MWViLTkzOWItOTRlMjAwNWNlNTYyXkEyXkFqcGdeQXVyNjUwMTQ4NjE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.1/10'}]",N/A,7.1,"1,232",tt1261393,movie,N/A,N/A,N/A,N/A,True,CINE.pdf,
Recuerdos,2003,N/A,24 Apr 2004,86 min,Documentary,Marcela Arteaga,Marcela Arteaga,"Genoveva Arteaga, José Borrás, Roberto de Hacha",N/A,N/A,Mexico,1 win & 1 nomination,https://m.media-amazon.com/images/M/MV5BMTEwMzc4NjgxODFeQTJeQWpwZ15BbWU3MDgzNDE4MjE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '8.0/10'}]",N/A,8.0,17,tt0374162,movie,N/A,N/A,N/A,N/A,True,CINE.pdf,
Every Day,2018,PG-13,23 Feb 2018,97 min,"Drama, Fantasy, Romance",Michael Sucsy,"Jesse Andrews, David Levithan","Angourie Rice, Justice Smith, Debby Ryan","Based on David Levithan's acclaimed New York Times bestseller, Every Day tells the story of Rhiannon (Angourie Rice), a 16-year old girl who falls in love with a mysterious soul named ""A"" who inhabits a different body every day. Feeling an unmatched connection, Rhiannon and A work each day to find each other, not knowing what or who the next day will bring. The more the two fall in love, the more the realities of loving someone who is a different person every 24 hours takes a toll, leaving Rhiannon and ""A"" to face the hardest decision either has ever had to make.",English,"United Kingdom, United States",1 nomination total,https://m.media-amazon.com/images/M/MV5BMjlkN2I3MzItYzNlMC00ZjMzLTkxZDctZTU5ZTgzMDg2Y2EzXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '64%'}, {'Source': 'Metacritic', 'Value': '52/100'}]",52,6.4,"24,856",tt7026672,movie,N/A,"$6,102,076",N/A,N/A,True,CINE.pdf,
Examen Final,2017,N/A,N/A,N/A,Horror,Alexmir Dordelly,Alexmir Dordelly,N/A,N/A,Spanish,Venezuela,N/A,N/A,[],N/A,N/A,N/A,tt5935058,movie,N/A,N/A,N/A,N/A,True,CINE.pdf,
Operación Mantis (El exterminio del macho),1985,N/A,21 Jul 1986,103 min,Comedy,Paul Naschy,"Paul Naschy, Joaquín Oristrell","Paul Naschy, Julia Saly, Fedra Lorente",A beautiful woman is killed while skiing in Candanchú. But she is more than a beautiful model.,Spanish,Spain,N/A,https://m.media-amazon.com/images/M/MV5BNmM1ODc1ZGYtMDhiOC00Y2RjLWJmNjAtYzMyYjE2YmMzOWM4XkEyXkFqcGdeQXVyMTYzNTE3NDA@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '4.1/10'}]",N/A,4.1,41,tt0087848,movie,N/A,N/A,N/A,N/A,True,CINE.pdf,
Fábrica de Sueños,2017,N/A,N/A,5 min,"Short, Romance",Edgar de Los Santos,"Pablo L. Morán, Edgar de Los Santos","Raúl Andrade, David Rodvel",N/A,Spanish,Mexico,N/A,https://m.media-amazon.com/images/M/MV5BNjgzZjhmYWQtZTlmNC00YjAwLThmNTktYjcyOTk5NzU3ZjE1XkEyXkFqcGdeQXVyMjY5NjMyMzg@._V1_SX300.jpg,[],N/A,N/A,N/A,tt31170373,movie,N/A,N/A,N/A,N/A,True,CINE.pdf,
Falsa identidad,2015,N/A,N/A,11 min,"Documentary, Short",Marta Foncilla,Paloma Soto,"Patricia Montero, Vanesa López Agrelo, Alonso Ramos",N/A,Spanish,Spain,N/A,https://m.media-amazon.com/images/M/MV5BZWFlOWZkNDEtZGRiNS00MGI0LTlhYjctYWNkNDAyNGUyNjc2XkEyXkFqcGdeQXVyNTk2MzA3MDE@._V1_SX300.jpg,[],N/A,N/A,N/A,tt14480020,movie,N/A,N/A,N/A,N/A,True,CINE.pdf,
The Hillside Strangler,2004,R,12 Nov 2004,97 min,"Crime, Drama, Thriller",Chuck Parello,"Stephen Johnston, Chuck Parello","C. Thomas Howell, Nicholas Turturro, Allison Lange","In the end of the 70's, the dysfunctional Kenneth Bianchi lives with his mother and is obsessed with joining the police force. When his application is refused, his mother sends him to Los Angeles to live with his sadistic cousin Angelo Buono. Kenneth unsuccessfully tries to join LAPD, and Angelo convinces him to start a prostitution business with him. They force two girls from Tucson to work for them, but their competitors destroy their business and steals their money. The frustrated Kenneth and Angelo decide on revenge against a prostitute, and Kenneth strangles her, feeling a great pleasure with her death. The two cousins become addicted to death, initially killing prostitutes and then attacking single women, dumping their bodies on the hill.",English,United States,1 nomination,https://m.media-amazon.com/images/M/MV5BODcyZWI1YzItNjM1Yy00MzdhLWExNTItMjZlMDM2NjlhZjVhXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '9%'}, {'Source': 'Metacritic', 'Value': '19/100'}]",19,5.3,"2,022",tt0376649,movie,N/A,"$4,143",N/A,N/A,True,CINE.pdf,
La familia de mi novia,2010,N/A,29 Oct 2010,12 min,Short,Guillermo Chapa,Jordi Farga,"Mercè Llorens, Dafnis Balduz, Luisa Gavasa",N/A,Spanish,Spain,N/A,N/A,"[{'Source': 'Internet Movie Database', 'Value': '6.3/10'}]",N/A,6.3,13,tt1754057,movie,N/A,N/A,N/A,N/A,True,CINE.pdf,
Have You Ever Seen Fireflies?,2021,TV-14,09 Apr 2021,113 min,"Comedy, Drama",Andaç Haznedaroglu,Yilmaz Erdogan,"Ecem Erkek, Devrim Yakut, Engin Alkan","Rebellious, irreverent wunderkind Gülseren navigates loneliness, love and loss against the current of political turmoil and social change.",Turkish,Turkey,3 nominations,https://m.media-amazon.com/images/M/MV5BYzgzZDgwYTUtYmVhZi00NmFkLWJlMzUtZTYxNjU4NDgyNDU1XkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.2/10'}]",N/A,6.2,"5,701",tt13317694,movie,N/A,N/A,N/A,N/A,True,CINE.pdf,
El fantasma de la opereta,1960,N/A,N/A,90 min,"Comedy, Fantasy, Musical",Fernando Cortés,"Juan García, Gaston Leroux, Gilberto Martínez Solares","Germán Valdés, Ana Luisa Peluffo, Luis Aldás","Aldo (Tin-Tan) and his girlfriend Lucy reopen an abandoned opera house, but find out that the place is inhabited by a group of Phantoms wearing the Claude Rains' 1943 ""Phantom of the Opera"" costume.",Spanish,Mexico,N/A,https://m.media-amazon.com/images/M/MV5BODZlM2Q5MjctZTBhNC00MzI1LWEwMGEtNDQwNTEzMWRlZDEyXkEyXkFqcGdeQXVyMTk4MDgwNA@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.8/10'}]",N/A,6.8,77,tt0053813,movie,N/A,N/A,N/A,N/A,True,CINE.pdf,
Farinelli,1994,R,17 Mar 1995,111 min,"Biography, Drama, Music",Gérard Corbiau,"Andrée Corbiau, Gérard Corbiau, Marcel Beaulieu","Stefano Dionisi, Enrico Lo Verso, Elsa Zylberstein","Farinelli is the artistic name of Carlo Broschi, a young singer in Handel's time. He was castrated in his childhood in order to preserve his voice. During his life he becomes a very famous opera singer, managed by his mediocre brother (Riccardo).","French, Italian","France, Italy, Belgium, United Kingdom",Nominated for 1 Oscar. 6 wins & 4 nominations total,https://m.media-amazon.com/images/M/MV5BYmI2NmUzN2UtMTRiOS00ODBhLTlkN2QtNTcwYjgxMDZmMjY4XkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '60%'}]",N/A,6.8,"7,494",tt0109771,movie,N/A,"$1,573,411",N/A,N/A,True,CINE.pdf,
