Title,Year,Rated,Released,Runtime,Genre,Director,Writer,Actors,Plot,Language,Country,Awards,Poster,Ratings,Metascore,imdbRating,imdbVotes,imdbID,Type,DVD,BoxOffice,Production,Website,Response,SourcePDF,totalSeasons
Two and a Half Men,2003–2015,TV-14,22 Sep 2003,22 min,"Comedy, Romance",N/A,"Lee Aronsohn, Chuck Lorre","Jon Cryer, Ashton Kutcher, Angus T. Jones","The Harper brothers Charlie and Alan are almost opposites but form a great team. They have little in common except their dislike for their mundane, maternally cold and domineering mother, Evelyn. Alan, a compulsively neat chiropractor and control-freak, is thrown out by his manipulative wife Judith who nevertheless gets him to pay for everything and do most jobs in the house. Charlie is a freelance jingle composer and irresistible Cassanova who lives in a luxurious beach-house and rarely gets up before noon. Charlie ""temporarily"" allows Alan and his son Jake, a food-obsessed, lazy kid who shuttles between his parents, to move in with them after Alan's separation/divorce. The sitcom revolves around their conflicting lifestyles, raising Jake (who has the efficient, caring dad while having a ball with his fun-loving sugar uncle who teaches him boyish things), and bantering with Evelyn and various other friends and family. Other fairly regular characters include Charlie's cleaning lady Berta and his rich, self-confessed stalker neighbor Rose who often sneaks in to spy on Charlie.",English,United States,Won 9 Primetime Emmys. 30 wins & 73 nominations total,https://m.media-amazon.com/images/M/MV5BMzI2ZDMyNGEtNmIwOS00NTI1LThlZDctYzYzYmE3NDNlNTJlXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.1/10'}]",N/A,7.1,"296,197",tt0369179,series,,,,,True,PRESTAMO EN SALA 2026.pdf,12
Two and a Half Men,2003–2015,TV-14,22 Sep 2003,22 min,"Comedy, Romance",N/A,"Lee Aronsohn, Chuck Lorre","Jon Cryer, Ashton Kutcher, Angus T. Jones","The Harper brothers Charlie and Alan are almost opposites but form a great team. They have little in common except their dislike for their mundane, maternally cold and domineering mother, Evelyn. Alan, a compulsively neat chiropractor and control-freak, is thrown out by his manipulative wife Judith who nevertheless gets him to pay for everything and do most jobs in the house. Charlie is a freelance jingle composer and irresistible Cassanova who lives in a luxurious beach-house and rarely gets up before noon. Charlie ""temporarily"" allows Alan and his son Jake, a food-obsessed, lazy kid who shuttles between his parents, to move in with them after Alan's separation/divorce. The sitcom revolves around their conflicting lifestyles, raising Jake (who has the efficient, caring dad while having a ball with his fun-loving sugar uncle who teaches him boyish things), and bantering with Evelyn and various other friends and family. Other fairly regular characters include Charlie's cleaning lady Berta and his rich, self-confessed stalker neighbor Rose who often sneaks in to spy on Charlie.",English,United States,Won 9 Primetime Emmys. 30 wins & 73 nominations total,https://m.media-amazon.com/images/M/MV5BMzI2ZDMyNGEtNmIwOS00NTI1LThlZDctYzYzYmE3NDNlNTJlXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.1/10'}]",N/A,7.1,"296,197",tt0369179,series,,,,,True,PRESTAMO EN SALA 2026.pdf,12
Two and a Half Men,2003–2015,TV-14,22 Sep 2003,22 min,"Comedy, Romance",N/A,"Lee Aronsohn, Chuck Lorre","Jon Cryer, Ashton Kutcher, Angus T. Jones","The Harper brothers Charlie and Alan are almost opposites but form a great team. They have little in common except their dislike for their mundane, maternally cold and domineering mother, Evelyn. Alan, a compulsively neat chiropractor and control-freak, is thrown out by his manipulative wife Judith who nevertheless gets him to pay for everything and do most jobs in the house. Charlie is a freelance jingle composer and irresistible Cassanova who lives in a luxurious beach-house and rarely gets up before noon. Charlie ""temporarily"" allows Alan and his son Jake, a food-obsessed, lazy kid who shuttles between his parents, to move in with them after Alan's separation/divorce. The sitcom revolves around their conflicting lifestyles, raising Jake (who has the efficient, caring dad while having a ball with his fun-loving sugar uncle who teaches him boyish things), and bantering with Evelyn and various other friends and family. Other fairly regular characters include Charlie's cleaning lady Berta and his rich, self-confessed stalker neighbor Rose who often sneaks in to spy on Charlie.",English,United States,Won 9 Primetime Emmys. 30 wins & 73 nominations total,https://m.media-amazon.com/images/M/MV5BMzI2ZDMyNGEtNmIwOS00NTI1LThlZDctYzYzYmE3NDNlNTJlXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.1/10'}]",N/A,7.1,"296,197",tt0369179,series,,,,,True,PRESTAMO EN SALA 2026.pdf,12
Two and a Half Men,2003–2015,TV-14,22 Sep 2003,22 min,"Comedy, Romance",N/A,"Lee Aronsohn, Chuck Lorre","Jon Cryer, Ashton Kutcher, Angus T. Jones","The Harper brothers Charlie and Alan are almost opposites but form a great team. They have little in common except their dislike for their mundane, maternally cold and domineering mother, Evelyn. Alan, a compulsively neat chiropractor and control-freak, is thrown out by his manipulative wife Judith who nevertheless gets him to pay for everything and do most jobs in the house. Charlie is a freelance jingle composer and irresistible Cassanova who lives in a luxurious beach-house and rarely gets up before noon. Charlie ""temporarily"" allows Alan and his son Jake, a food-obsessed, lazy kid who shuttles between his parents, to move in with them after Alan's separation/divorce. The sitcom revolves around their conflicting lifestyles, raising Jake (who has the efficient, caring dad while having a ball with his fun-loving sugar uncle who teaches him boyish things), and bantering with Evelyn and various other friends and family. Other fairly regular characters include Charlie's cleaning lady Berta and his rich, self-confessed stalker neighbor Rose who often sneaks in to spy on Charlie.",English,United States,Won 9 Primetime Emmys. 30 wins & 73 nominations total,https://m.media-amazon.com/images/M/MV5BMzI2ZDMyNGEtNmIwOS00NTI1LThlZDctYzYzYmE3NDNlNTJlXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.1/10'}]",N/A,7.1,"296,197",tt0369179,series,,,,,True,PRESTAMO EN SALA 2026.pdf,12
Two and a Half Men,2003–2015,TV-14,22 Sep 2003,22 min,"Comedy, Romance",N/A,"Lee Aronsohn, Chuck Lorre","Jon Cryer, Ashton Kutcher, Angus T. Jones","The Harper brothers Charlie and Alan are almost opposites but form a great team. They have little in common except their dislike for their mundane, maternally cold and domineering mother, Evelyn. Alan, a compulsively neat chiropractor and control-freak, is thrown out by his manipulative wife Judith who nevertheless gets him to pay for everything and do most jobs in the house. Charlie is a freelance jingle composer and irresistible Cassanova who lives in a luxurious beach-house and rarely gets up before noon. Charlie ""temporarily"" allows Alan and his son Jake, a food-obsessed, lazy kid who shuttles between his parents, to move in with them after Alan's separation/divorce. The sitcom revolves around their conflicting lifestyles, raising Jake (who has the efficient, caring dad while having a ball with his fun-loving sugar uncle who teaches him boyish things), and bantering with Evelyn and various other friends and family. Other fairly regular characters include Charlie's cleaning lady Berta and his rich, self-confessed stalker neighbor Rose who often sneaks in to spy on Charlie.",English,United States,Won 9 Primetime Emmys. 30 wins & 73 nominations total,https://m.media-amazon.com/images/M/MV5BMzI2ZDMyNGEtNmIwOS00NTI1LThlZDctYzYzYmE3NDNlNTJlXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.1/10'}]",N/A,7.1,"296,197",tt0369179,series,,,,,True,PRESTAMO EN SALA 2026.pdf,12
Veep,2012–2019,TV-MA,22 Apr 2012,28 min,Comedy,N/A,Armando Iannucci,"Julia Louis-Dreyfus, Tony Hale, Anna Chlumsky","""Politics is about people,"" former Sen. Selina Meyer is fond of saying. Unfortunately, the people Meyer, a charismatic leader and rising star in her party, meets after becoming vice president are nothing like she expected, but everything she was warned about. ""Veep"" follows the new VP as she puts out political fires, juggles her public schedule and private life, and does everything within her limited powers to improve her dysfunctional relationship with the chief executive. Meyer's trusted -- and some not-so-trusted -- aides include chief of staff Amy, spokesperson Mike, secretary Sue and right-hand man Gary.",English,United States,Won 17 Primetime Emmys. 82 wins & 256 nominations total,https://m.media-amazon.com/images/M/MV5BMjE2NDM0OTEwMl5BMl5BanBnXkFtZTgwNzgwNDI0ODE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '8.4/10'}]",N/A,8.4,"70,884",tt1759761,series,,,,,True,PRESTAMO EN SALA 2026.pdf,7
Veep,2012–2019,TV-MA,22 Apr 2012,28 min,Comedy,N/A,Armando Iannucci,"Julia Louis-Dreyfus, Tony Hale, Anna Chlumsky","""Politics is about people,"" former Sen. Selina Meyer is fond of saying. Unfortunately, the people Meyer, a charismatic leader and rising star in her party, meets after becoming vice president are nothing like she expected, but everything she was warned about. ""Veep"" follows the new VP as she puts out political fires, juggles her public schedule and private life, and does everything within her limited powers to improve her dysfunctional relationship with the chief executive. Meyer's trusted -- and some not-so-trusted -- aides include chief of staff Amy, spokesperson Mike, secretary Sue and right-hand man Gary.",English,United States,Won 17 Primetime Emmys. 82 wins & 256 nominations total,https://m.media-amazon.com/images/M/MV5BMjE2NDM0OTEwMl5BMl5BanBnXkFtZTgwNzgwNDI0ODE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '8.4/10'}]",N/A,8.4,"70,884",tt1759761,series,,,,,True,PRESTAMO EN SALA 2026.pdf,7
Motion Picture,2021,N/A,06 Jan 2021,108 min,"Comedy, Crime",Evan Snyder,Evan Snyder,"Evan Snyder, Ian Snyder, Noah Tierney","A young man attempts to make a film about his life, but his actors will not cooperate.",English,United States,N/A,https://m.media-amazon.com/images/M/MV5BZTMwMTllYjYtODk3Ni00NDYxLWFkZjMtZWUyOTFlMjE2MTZkXkEyXkFqcGdeQXVyNjU1MDQ5OTk@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.4/10'}]",N/A,7.4,133,tt13766246,movie,N/A,N/A,N/A,N/A,True,PRESTAMO EN SALA 2026.pdf,
Star Trek II: The Wrath of Khan,1982,PG,04 Jun 1982,113 min,"Action, Adventure, Sci-Fi",Nicholas Meyer,"Gene Roddenberry, Jack B. Sowards, Harve Bennett","William Shatner, Leonard Nimoy, DeForest Kelley","It is the 23rd century. Admiral James T. Kirk is an instructor at Starfleet Academy and feeling old; the prospect of attending his ship, the USS Enterprise--now a training ship--on a two-week cadet cruise does not make him feel any younger. But the training cruise becomes a deadly serious mission when his nemesis Khan Noonien Singh--infamous conqueror from late 20th century Earth--appears after years of exile. Khan later revealed that the planet Ceti Alpha VI exploded, and shifted the orbit of the fifth planet as a Mars-like haven. He begins capturing Project Genesis, a top secret device holding the power of creation itself, and schemes the utter destruction of Kirk.",English,United States,5 wins & 9 nominations total,https://m.media-amazon.com/images/M/MV5BOTFkZDY5NWQtMjY4Yy00OThiLTk3YjQtMDdhYTllMTI4MTdiXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '87%'}, {'Source': 'Metacritic', 'Value': '68/100'}]",68,7.7,"134,088",tt0084726,movie,N/A,"$79,707,906",N/A,N/A,True,PRESTAMO EN SALA 2026.pdf,
Two and a Half Men,2003–2015,TV-14,22 Sep 2003,22 min,"Comedy, Romance",N/A,"Lee Aronsohn, Chuck Lorre","Jon Cryer, Ashton Kutcher, Angus T. Jones","The Harper brothers Charlie and Alan are almost opposites but form a great team. They have little in common except their dislike for their mundane, maternally cold and domineering mother, Evelyn. Alan, a compulsively neat chiropractor and control-freak, is thrown out by his manipulative wife Judith who nevertheless gets him to pay for everything and do most jobs in the house. Charlie is a freelance jingle composer and irresistible Cassanova who lives in a luxurious beach-house and rarely gets up before noon. Charlie ""temporarily"" allows Alan and his son Jake, a food-obsessed, lazy kid who shuttles between his parents, to move in with them after Alan's separation/divorce. The sitcom revolves around their conflicting lifestyles, raising Jake (who has the efficient, caring dad while having a ball with his fun-loving sugar uncle who teaches him boyish things), and bantering with Evelyn and various other friends and family. Other fairly regular characters include Charlie's cleaning lady Berta and his rich, self-confessed stalker neighbor Rose who often sneaks in to spy on Charlie.",English,United States,Won 9 Primetime Emmys. 30 wins & 73 nominations total,https://m.media-amazon.com/images/M/MV5BMzI2ZDMyNGEtNmIwOS00NTI1LThlZDctYzYzYmE3NDNlNTJlXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.1/10'}]",N/A,7.1,"296,197",tt0369179,series,,,,,True,PRESTAMO EN SALA 2026.pdf,12
White Collar,2009–2014,TV-PG,23 Oct 2009,17S min,"Comedy, Crime, Drama",N/A,Jeff Eastin,"Matt Bomer, Tim DeKay, Willie Garson","The unlikely partnership between charming con artist Neal Caffrey and straight-man FBI agent Peter Burke. Caffrey provides his expertise to help Burke catch other elusive criminals in exchange for his freedom, and together they prove that to solve the hardest crimes, you must hire the smartest criminal.","English, French",United States,11 nominations total,https://m.media-amazon.com/images/M/MV5BNDI5MDgyMTYzNF5BMl5BanBnXkFtZTcwMjAwNzk1Mw@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '8.2/10'}]",N/A,8.2,"152,673",tt1358522,series,,,,,True,PRESTAMO EN SALA 2026.pdf,6
Willy Fog: la vuelta al mundo en 80 días,1995,N/A,N/A,75 min,"Animation, Adventure, Family",Claudio Biern Boyd,N/A,N/A,N/A,Spanish,Spain,N/A,https://m.media-amazon.com/images/M/MV5BZjYxY2I4ZTYtYjczZC00YTRkLWI4ZjEtMjE5NTk1ZTVhYTAyXkEyXkFqcGdeQXVyMTYzMjc0Nzc3._V1_SX300.jpg,[],N/A,N/A,9,tt30766900,movie,N/A,N/A,N/A,N/A,True,PRESTAMO EN SALA 2026.pdf,
X-Men: Days of Future Past,2014,PG-13,23 May 2014,132 min,"Action, Adventure, Sci-Fi",Bryan Singer,"Simon Kinberg, Jane Goldman, Matthew Vaughn","Patrick Stewart, Ian McKellen, Hugh Jackman","In the future, the mutants and the humans who help them are slaughtered by powerful robots named Sentinels. Professor Xavier, Wolverine, Magneto, Storm, Kitty Pryde, and her friends meet at a monastery in China and Xavier explains that the invincible Sentinels were created using the DNA of Mystique that was captured in 1973 when she tried to assassinate their creator Dr. Bolivar Trask. Xavier tells that their only chance is return to 1973 using Pryde's ability to join Charles Xavier and Erik Lehnsherr to convince Mystique to give up her intention. However, only Wolverine can withstand the damages of the time travel. Will he succeed in stopping Mystique and the Sentinel Program, and save the mutants and their human friends from annihilation?","English, Vietnamese, French, Russian","United Kingdom, United States, Canada",Nominated for 1 Oscar. 16 wins & 48 nominations total,https://m.media-amazon.com/images/M/MV5BNzNiYWE4NjMtMTU4OS00NmM4LWE4ZjAtYmE5OTA5NjkzODExXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '90%'}, {'Source': 'Metacritic', 'Value': '75/100'}]",75,7.9,"784,622",tt1877832,movie,N/A,"$233,921,534",N/A,N/A,True,PRESTAMO EN SALA 2026.pdf,
Más ¡vampiros en La Habana!,2003,N/A,30 Jun 2006,80 min,Animation,Juan Padrón,"Juan Padrón, Senel Paz","Irela Bravo, Frank González, Manuel Marín","Outstanding performances by some of the most popular actors and musicians in Cuba now a days. The story describes the life of Pepito 10 years after he sang the formula for Vampisol on the international radio and throughout the world, now a new formula has been created by the name of vamps-yaba, used by some evil vampires to create world disorder during world war II without the consent and knowledge of Pepito. Jorge Perugorrea lent his voice to a new character called Capitán Dumigrón and Luis Alberto García plays Heminway. You'll also enjoy the music created for this film with songs such as ""El Führer tiene la llave"" y ""Thriller Tropical"".",Spanish,"Cuba, Spain",1 win & 1 nomination,https://m.media-amazon.com/images/M/MV5BMzIwYTc1M2ItOTRhMy00MzFhLTliMmMtNTM1NGFkMjMxNTAxXkEyXkFqcGdeQXVyMTY5MDE5NA@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.3/10'}]",N/A,6.3,139,tt0393510,movie,N/A,N/A,N/A,N/A,True,PRESTAMO EN SALA 2026.pdf,
"Monsters, Inc.",2001,G,02 Nov 2001,92 min,"Animation, Adventure, Comedy","Pete Docter, David Silverman, Lee Unkrich","Andrew Stanton, Daniel Gerson, Pete Docter","Billy Crystal, John Goodman, Mary Gibbs","A city of monsters with no humans called Monstropolis centers around the city's power company, Monsters, Inc. The lovable, confident, tough, furry blue behemoth-like giant monster named James P. Sullivan (better known as Sulley) and his wisecracking best friend, short, green cyclops monster Mike Wazowski, discover what happens when the real world interacts with theirs in the form of a 2-year-old baby girl dubbed ""Boo,"" who accidentally sneaks into the monster world with Sulley one night. And now it's up to Sulley and Mike to send Boo back in her door before anybody finds out, especially two evil villains such as Sulley's main rival as a scarer, chameleon-like Randall (a monster that Boo is very afraid of), who possesses the ability to change the color of his skin, and Mike and Sulley's boss Mr. Waternoose, the chairman and chief executive officer of Monsters, Inc.",English,United States,Won 1 Oscar. 15 wins & 38 nominations total,https://m.media-amazon.com/images/M/MV5BMTY1NTI0ODUyOF5BMl5BanBnXkFtZTgwNTEyNjQ0MDE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '8.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '96%'}, {'Source': 'Metacritic', 'Value': '79/100'}]",79,8.1,"1,065,059",tt0198781,movie,N/A,"$290,642,256",N/A,N/A,True,PRESTAMO EN SALA 2026.pdf,
La maldición de Los Pitufos,1997,N/A,N/A,N/A,N/A,Elvira Serio,Elvira Serio,"Laura Colors, Ezequiel Hansen, Francisco Pilver",N/A,Spanish,Argentina,N/A,N/A,[],N/A,N/A,N/A,tt0774621,movie,N/A,N/A,N/A,N/A,True,PRESTAMO EN SALA 2026.pdf,
Shrek,2001,PG,18 May 2001,90 min,"Animation, Adventure, Comedy","Andrew Adamson, Vicky Jenson","William Steig, Ted Elliott, Terry Rossio","Mike Myers, Eddie Murphy, Cameron Diaz","When a green ogre named Shrek discovers his swamp has been 'swamped' with all sorts of fairytale creatures by the scheming Lord Farquaad, Shrek sets out with a very loud donkey by his side to 'persuade' Farquaad to give Shrek his swamp back. Instead, a deal is made. Farquaad, who wants to become the King, sends Shrek to rescue Princess Fiona, who is awaiting her true love in a tower guarded by a fire-breathing dragon. But once they head back with Fiona, it starts to become apparent that not only does Shrek, an ugly ogre, begin to fall in love with the lovely princess, but Fiona is also hiding a huge secret.",English,United States,Won 1 Oscar. 40 wins & 60 nominations total,https://m.media-amazon.com/images/M/MV5BN2FkMTRkNTUtYTI0NC00ZjI4LWI5MzUtMDFmOGY0NmU2OGY1XkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '88%'}, {'Source': 'Metacritic', 'Value': '84/100'}]",84,7.9,"803,764",tt0126029,movie,N/A,"$268,698,241",N/A,N/A,True,PRESTAMO EN SALA 2026.pdf,
Two and a Half Men,2003–2015,TV-14,22 Sep 2003,22 min,"Comedy, Romance",N/A,"Lee Aronsohn, Chuck Lorre","Jon Cryer, Ashton Kutcher, Angus T. Jones","The Harper brothers Charlie and Alan are almost opposites but form a great team. They have little in common except their dislike for their mundane, maternally cold and domineering mother, Evelyn. Alan, a compulsively neat chiropractor and control-freak, is thrown out by his manipulative wife Judith who nevertheless gets him to pay for everything and do most jobs in the house. Charlie is a freelance jingle composer and irresistible Cassanova who lives in a luxurious beach-house and rarely gets up before noon. Charlie ""temporarily"" allows Alan and his son Jake, a food-obsessed, lazy kid who shuttles between his parents, to move in with them after Alan's separation/divorce. The sitcom revolves around their conflicting lifestyles, raising Jake (who has the efficient, caring dad while having a ball with his fun-loving sugar uncle who teaches him boyish things), and bantering with Evelyn and various other friends and family. Other fairly regular characters include Charlie's cleaning lady Berta and his rich, self-confessed stalker neighbor Rose who often sneaks in to spy on Charlie.",English,United States,Won 9 Primetime Emmys. 30 wins & 73 nominations total,https://m.media-amazon.com/images/M/MV5BMzI2ZDMyNGEtNmIwOS00NTI1LThlZDctYzYzYmE3NDNlNTJlXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.1/10'}]",N/A,7.1,"296,197",tt0369179,series,,,,,True,PRESTAMO EN SALA 2026.pdf,12
Shrek Forever After,2010,PG,21 May 2010,93 min,"Animation, Adventure, Comedy",Mike Mitchell,"Josh Klausner, Darren Lemke, William Steig","Mike Myers, Cameron Diaz, Eddie Murphy","The once hideous ogre Shrek (Mike Myers) is now living a good life with wife Fiona (Cameron Diaz) and his three children. But he soon has a meltdown in front of them and his friends during his kids' birthday party. He suddenly wants to be a real ogre like he was before he ever met Fiona. So he turns to devious dealmaker Rumpelstiltskin (Walt Dohrn) for help. At first, Shrek lives the life he once lost and everything is good. But he soon finds out that he has been set up by Rumpelstiltskin, who now rules the land with an iron fist. Teaming with friends Donkey (Eddie Murphy), Fiona, and Puss in Boots (Antonio Banderas), Shrek is in for the fight of his life as he tries to get his life back before time runs out.",English,"United States, France",1 win & 13 nominations total,https://m.media-amazon.com/images/M/MV5BMTY0OTU1NzkxMl5BMl5BanBnXkFtZTcwMzI2NDUzMw@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '58%'}, {'Source': 'Metacritic', 'Value': '58/100'}]",58,6.3,"243,636",tt0892791,movie,N/A,"$238,736,787",N/A,N/A,True,PRESTAMO EN SALA 2026.pdf,
El Príncipe,2014–2016,N/A,04 Feb 2014,75 min,"Drama, Thriller",N/A,"César Benítez, Aitor Gabilondo","Jose Coronado, Álex González, Hiba Abouk","Dashing new chief inspector Morey is send to manage the police station of El Príncipe, until then informally run by no-nonsense veteran cop Fran, who privileges his own rules to the Law in order to maintain peace in the drug cartel-ridden quarter. However, Morey is hiding his real identity as a special agent for Spanish Secret Services CNI. His real goal goes far beyond pacifying the neighborhood. Morey is following a lead that connects the presumably corrupted El Príncipe cops with the jihad. The CNI has sent the agent to investigate a network of Islamic terrorists that is recruiting among the youngest in the culture-colliding town of Ceuta, where Muslims and Christians coexist like nowhere else in Spain. Too soon and despite himself, Morey finds himself falling for engaged Muslim teacher Fátima, whom he originally aims to recruit as a confidante. Fátima is local drug baron Faruq's younger sister. But Fátima is also searching for her missing teenage brother Abdu, who Morey suspects might have been recruited by the jihad. This turns Fátima into a key asset for Morey's investigation, if their hearts don't get in the way.",Spanish,Spain,1 win & 9 nominations,https://m.media-amazon.com/images/M/MV5BMzM1NDk4NDU2NF5BMl5BanBnXkFtZTgwNjQ0MzkwMjE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.3/10'}]",N/A,7.3,"1,233",tt2651246,series,,,,,True,PRESTAMO EN SALA 2026.pdf,2
X-Men,2000,PG-13,14 Jul 2000,104 min,"Action, Adventure, Sci-Fi",Bryan Singer,"Tom DeSanto, Bryan Singer, David Hayter","Patrick Stewart, Hugh Jackman, Ian McKellen","In a world where both Mutants and Humans fear each other, Marie, better known as Rogue, runs away from home and hitches a ride with another mutant, known as Logan, a.k.a. Wolverine. Professor Charles Xavier, who owns a school for young mutants, sends Storm and Cyclops to bring them back before it is too late. Magneto, who believes a war is approaching, has an evil plan in mind, and needs young Rogue to help him.",English,"United States, Canada",14 wins & 26 nominations total,https://m.media-amazon.com/images/M/MV5BNzNjZjQwOTAtNWQ3NC00MmJlLThlZDEtZmUyMWQ3NmE4Y2Y5XkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '82%'}, {'Source': 'Metacritic', 'Value': '64/100'}]",64,7.3,"688,134",tt0120903,movie,N/A,"$157,299,718",N/A,N/A,True,PRESTAMO EN SALA 2026.pdf,
Más ¡vampiros en La Habana!,2003,N/A,30 Jun 2006,80 min,Animation,Juan Padrón,"Juan Padrón, Senel Paz","Irela Bravo, Frank González, Manuel Marín","Outstanding performances by some of the most popular actors and musicians in Cuba now a days. The story describes the life of Pepito 10 years after he sang the formula for Vampisol on the international radio and throughout the world, now a new formula has been created by the name of vamps-yaba, used by some evil vampires to create world disorder during world war II without the consent and knowledge of Pepito. Jorge Perugorrea lent his voice to a new character called Capitán Dumigrón and Luis Alberto García plays Heminway. You'll also enjoy the music created for this film with songs such as ""El Führer tiene la llave"" y ""Thriller Tropical"".",Spanish,"Cuba, Spain",1 win & 1 nomination,https://m.media-amazon.com/images/M/MV5BMzIwYTc1M2ItOTRhMy00MzFhLTliMmMtNTM1NGFkMjMxNTAxXkEyXkFqcGdeQXVyMTY5MDE5NA@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.3/10'}]",N/A,6.3,139,tt0393510,movie,N/A,N/A,N/A,N/A,True,PRESTAMO EN SALA 2026.pdf,
Italiano medio,2015,N/A,29 Jan 2015,90 min,Comedy,Maccio Capatonda,"Maccio Capatonda, Herbert Ballerina, Marco Alessi","Maccio Capatonda, Herbert Ballerina, Enrico Venti","A man tries a pill that reduces his brain activity. Using only 2% of his mind, he becomes the perfect ""average Italian"".",Italian,Italy,1 nomination,https://m.media-amazon.com/images/M/MV5BY2ZmMjRhZDUtNTQzMS00ODA4LTg0MGQtYTRkM2NhNTQ4ZGIxXkEyXkFqcGdeQXVyNDc5NzMyMDc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.1/10'}]",N/A,6.1,"2,771",tt4142022,movie,N/A,N/A,N/A,N/A,True,PRESTAMO EN SALA 2026.pdf,
Pinky Dinky Doo,2005–2009,TV-Y,10 Apr 2006,30 min,"Animation, Family, Fantasy",N/A,"Jim Jinkins, Mark York","Kevin Clash, Jim Jinkins, John Rogers","When P. Piddy Pony gives Pinky a present she doesn't like, Pinky learns to be gracious. / Tyler Von Whoopty Doo hears squeaking sounds that are distracting him from writing his latest opera. Sherlock Pinky takes on the case.",English,"United States, Canada",1 nomination,https://m.media-amazon.com/images/M/MV5BNmUyMDFjZDAtN2QzNy00MGE2LWFkYzctMjBlMWYzMjgwNDgyXkEyXkFqcGdeQXVyODk1MjAxNzQ@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.3/10'}]",N/A,6.3,303,tt0804425,series,,,,,True,PRESTAMO EN SALA 2026.pdf,2
Shrek 2,2004,PG,19 May 2004,93 min,"Animation, Adventure, Comedy","Andrew Adamson, Kelly Asbury, Conrad Vernon","William Steig, Andrew Adamson, Joe Stillman","Mike Myers, Eddie Murphy, Cameron Diaz","Shrek (Mike Myers) has rescued Princess Fiona (Cameron Diaz), got married, and now is time to meet the parents. Shrek, Fiona, and Donkey (Eddie Murphy) set off to Far, Far Away to meet Fiona's mother and father. But not everyone is happy. Shrek and King Harold (John Cleese) find it hard to get along, and there's tension in the marriage. It's not just the family who are unhappy. Prince Charming (Rupert Everett) returns from a failed attempt at rescuing Fiona, and works alongside his mother, the Fairy Godmother (Jennifer Saunders), to try and find a way to get Shrek away from Fiona.",English,United States,Nominated for 2 Oscars. 18 wins & 52 nominations total,https://m.media-amazon.com/images/M/MV5BMzNmNjQ1NmUtNzhiZS00YWE2LTg4N2ItZTA2ODdmOTMwOTQ1XkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '89%'}, {'Source': 'Metacritic', 'Value': '75/100'}]",75,7.4,"550,541",tt0298148,movie,N/A,"$444,978,202",N/A,N/A,True,PRESTAMO EN SALA 2026.pdf,
