Title,Year,Rated,Released,Runtime,Genre,Director,Writer,Actors,Plot,Language,Country,Awards,Poster,Ratings,Metascore,imdbRating,imdbVotes,imdbID,Type,DVD,BoxOffice,Production,Website,Response,SourcePDF,totalSeasons
Kung Fu Panda 3,2016,PG,29 Jan 2016,95 min,"Animation, Action, Adventure","Alessandro Carloni, Jennifer Yuh Nelson","Jonathan Aibel, Glenn Berger, Ethan Reiff","Jack Black, Bryan Cranston, Dustin Hoffman","When Po's long-lost panda father suddenly reappears, the reunited duo travels to a secret panda paradise to meet scores of hilarious new panda characters. But when the supernatural villain Kai begins to sweep across China defeating all the kung fu masters, Po must do the impossible-learn to train a village full of his fun-loving, clumsy brethren to become the ultimate band of Kung Fu Pandas.",English,"United States, China",1 win & 10 nominations total,https://m.media-amazon.com/images/M/MV5BMTUyNzgxNjg2M15BMl5BanBnXkFtZTgwMTY1NDI1NjE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '87%'}, {'Source': 'Metacritic', 'Value': '66/100'}]",66,7.1,"215,526",tt2267968,movie,N/A,"$143,528,619",N/A,N/A,True,PELICULAS INFANTILES.pdf,
Laberinto,2020,N/A,09 Oct 2020,18 min,"Short, Drama, Thriller",Piter Moreira,Piter Moreira,"Anaclara Ferreyra Palfy, Rafael Soliwoda","Juan imagines Laura being suffocated and becomes obsessed with those images that become more frequent and more real, to a point of no return.",Spanish,Uruguay,2 nominations,https://m.media-amazon.com/images/M/MV5BZDAxMjhmOWMtNzMwYi00OTMwLWExNWEtOTdlZmU5ZDg2NTJlXkEyXkFqcGdeQXVyMTE5Mzc2MjY0._V1_SX300.jpg,[],N/A,N/A,N/A,tt11038266,movie,N/A,N/A,N/A,N/A,True,PELICULAS INFANTILES.pdf,
El libro de la selva... de asfalto,1995,N/A,27 Dec 1995,9 min,Short,Leopoldo Laborde,Leopoldo Laborde,"Sandra Nori, David Valdez",N/A,Spanish,Mexico,N/A,N/A,[],N/A,N/A,N/A,tt0441347,movie,N/A,N/A,N/A,N/A,True,PELICULAS INFANTILES.pdf,
The Making of Madagascar 2,2008,N/A,01 Oct 2008,N/A,Documentary,N/A,N/A,"Elisa Gabrielli, Jada Pinkett Smith, Ben Stiller",N/A,English,United States,N/A,N/A,"[{'Source': 'Internet Movie Database', 'Value': '6.1/10'}]",N/A,6.1,14,tt1320102,movie,N/A,N/A,N/A,N/A,True,PELICULAS INFANTILES.pdf,
Meteoro,2006,N/A,01 Nov 2006,117 min,"Action, Comedy, Drama",Diego de la Texera,"Regiana Antonini, Marcos Bernstein, Diego de la Texera","Lucci Ferreira, María Dulce Saldanha, Pietro Mário","In the early 1960's, a group of people responsible for the construction of the Brasilia-Fortaleza road is abandoned in the middle of the jungle by the Brazilian government, after the military coup.","Portuguese, Spanish, German","Brazil, Argentina, Puerto Rico, Venezuela",1 nomination,https://m.media-amazon.com/images/M/MV5BNmYzN2UwNDgtODAxNC00NzEyLWIyOGYtMjU1ODA1YmY0YjM1XkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.1/10'}]",N/A,6.1,109,tt0339382,movie,N/A,N/A,N/A,N/A,True,PELICULAS INFANTILES.pdf,
Monster High,2010–2017,TV-Y7-FV,05 May 2010,51S min,"Animation, Comedy, Family",N/A,N/A,"Karen Strassman, Eleonora Reti, Silvia Sarmentera","In the town of New Salem, the teenage children of famous monsters attend a school for monsters called Monster High.",English,United States,N/A,https://m.media-amazon.com/images/M/MV5BMDk2NGEwMDEtMTJiZS00ZmNjLThlMDUtNjc1N2RjOWRmY2FlXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.6/10'}]",N/A,7.6,"1,117",tt6928178,series,,,,,True,PELICULAS INFANTILES.pdf,6
Madagascar,2005,PG,27 May 2005,86 min,"Animation, Adventure, Comedy","Eric Darnell, Tom McGrath","Mark Burton, Billy Frolick, Eric Darnell","Chris Rock, Ben Stiller, David Schwimmer","Longing to roam free in the vast landscapes of Mother Africa, Marty, the bored and dejected zebra of the famous Central Park Zoo, escapes his prison on the night of his tenth birthday celebration. However, after a botched rescue attempt by Marty's companions--Alex, the content lion; Melman, the skittish giraffe, and Gloria, the resolute hippo--the friends will find themselves crated up and shipped off to a remote wildlife preserve, only to end up on the sandy shores of exotic Madagascar. At last, Marty's dream will come true; nevertheless, what does it really mean to be a truly wild animal?","English, Portuguese, Spanish, German, French, American Sign ","United States, Canada, United Kingdom",4 wins & 32 nominations total,https://m.media-amazon.com/images/M/MV5BYjk4OGFmZmYtYWE4NC00MzM4LTkwZTItODdhMjk3NTZjMmI5XkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '55%'}, {'Source': 'Metacritic', 'Value': '57/100'}]",57,6.9,"473,809",tt0351283,movie,N/A,"$194,820,396",N/A,N/A,True,PELICULAS INFANTILES.pdf,
Matilda,1996,PG,02 Aug 1996,98 min,"Comedy, Family, Fantasy",Danny DeVito,"Roald Dahl, Nicholas Kazan, Robin Swicord","Danny DeVito, Rhea Perlman, Mara Wilson","Matilda Wormwood is an exquisite and intelligent little girl. Unfortunately, Matilda is misunderstood by her family because she is very different from their ways of life. As time passes, Matilda finally starts school that has a kindly teacher, loyal friends and a sadistic principal. As she gets fed up with the constant cruelty, Matilda begins to realize that she has a gift of telekinetic powers. After some days of practice, Matilda suddenly turns the tables to stand up to her parents and outwit the principal.",English,United States,3 wins & 7 nominations total,https://m.media-amazon.com/images/M/MV5BYWE3ZDMzMmEtODgwNi00NzMxLThkYWItMTAzMWUyMzI1NDQ1XkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '92%'}, {'Source': 'Metacritic', 'Value': '72/100'}]",72,7.0,"193,551",tt0117008,movie,N/A,"$33,459,416",N/A,N/A,True,PELICULAS INFANTILES.pdf,
Thumbelina,1994,G,30 Mar 1994,86 min,"Animation, Adventure, Family","Don Bluth, Gary Goldman","Hans Christian Andersen, Don Bluth, Carol Lynn Pearson","Jodi Benson, Gary Imhoff, Gino Conforti","A girl no bigger than her mother's thumb feels all alone in the world knowing she is the only person her size. Her wish for a companion at last comes true when the Prince of the fairies arrives at her window sill. However, the naive Thumbelina's life goes downward from there when a toad kidnaps her. While she tries to find a way home, she begins to grow up and learns about hope with the help of the friends she always wanted.",English,"United States, Ireland",1 win total,https://m.media-amazon.com/images/M/MV5BNjYxOTY1YzMtYTk1Yy00NWE0LTkzMGEtYjFkZmQ2YmIyZDY4XkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '36%'}]",N/A,6.3,"19,792",tt0111419,movie,N/A,"$11,373,501",N/A,N/A,True,PELICULAS INFANTILES.pdf,
Max Steel: Bio Crisis,2008,N/A,01 Oct 2008,47 min,"Animation, Action, Adventure, Family, Sci-Fi",Greg Richardson,Tom Pugsley,"Christian Campbell, Jim Conrad, Alessandro Juliani, Christopher Judge",N/A,Spanish,USA,1 win & 2 nominations.,https://m.media-amazon.com/images/M/MV5BNzZhYzc5ZGQtMDAzNy00N2VlLWJlNDItMmU0N2IwMWQ2N2ZlXkEyXkFqcGdeQXVyNzY4NjYxMDY@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.9/10'}]",N/A,5.9,51,tt1392738,movie,N/A,N/A,N/A,N/A,True,PELICULAS INFANTILES.pdf,
Open Season,2006,PG,29 Sep 2006,86 min,"Animation, Adventure, Comedy","Roger Allers, Jill Culton, Richard Williams","Steve Bencich, Ron J. Friedman, Nat Mauldin","Ashton Kutcher, Martin Lawrence, Debra Messing","A happily domesticated grizzly bear named Boog (Martin Lawrence), has his perfect world turned upside down after he meets Elliot (Ashton Kutcher), a scrawny, fast-talking one-horned wild mule deer. They both end up stranded together in the woods during hunting season and it's up to the duo to rally all of the other forest animals and turn the tables on the hunters.",English,United States,1 win & 10 nominations total,https://m.media-amazon.com/images/M/MV5BMTQwOTg2MjU0OV5BMl5BanBnXkFtZTcwMzIzNTQzMQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '48%'}, {'Source': 'Metacritic', 'Value': '49/100'}]",49,6.1,"112,152",tt0400717,movie,N/A,"$85,105,259",N/A,N/A,True,PELICULAS INFANTILES.pdf,
Peter Pan,1953,G,05 Feb 1953,77 min,"Animation, Adventure, Family","Clyde Geronimi, Wilfred Jackson, Hamilton Luske","J.M. Barrie, Ted Sears, Erdman Penner","Bobby Driscoll, Kathryn Beaumont, Hans Conried","An adaptation of J. M. Barrie's story about a boy who never grew up. The three children of the Darling family receive a visit from Peter Pan, who takes them to Never Land, where an ongoing war between Peter's gang of rag-tag runaways and the evil Pirate Captain Hook is taking place.","English, American Sign ",United States,2 wins & 2 nominations total,https://m.media-amazon.com/images/M/MV5BOGUwNjg5MWItNTc5OC00MTNkLWEwNzYtYzA1M2Y4MWU3NmQwXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '78%'}, {'Source': 'Metacritic', 'Value': '76/100'}]",76,7.3,"164,153",tt0046183,movie,N/A,"$87,404,651",N/A,N/A,True,PELICULAS INFANTILES.pdf,
De los reptiles-saurios en los cafés,2014,N/A,N/A,8 min,"Short, Comedy",Jaime Gona,"Rafael Azcona, Jaime Gona","Juan Diego, Esther Regina, Emilio Gavira","Time and again, the quiet routine of a nameless cafe, located in a town that is also nameless, and in an unspecified era, is unsettle by the attack of a reptile-saurus on the regular customers.",Spanish,Spain,N/A,https://m.media-amazon.com/images/M/MV5BNzQ1YWQwOTEtNmI4Mi00ODczLWFmZDctNjYyMjIzM2EzMDhiXkEyXkFqcGc@._V1_SX300.jpg,[],N/A,N/A,N/A,tt4340584,movie,N/A,N/A,N/A,N/A,True,PELICULAS INFANTILES.pdf,
Pinocho,1986,N/A,04 Dec 1986,85 min,"Family, Comedy, Fantasy",Alejandro Malowicki,Alejandro Malowicki,"Soledad Silveyra, Gianni Lunadei, María Vaner",A musical comedy based on the story of Pinocho .,Spanish,Argentina,N/A,https://m.media-amazon.com/images/M/MV5BY2NmOGRlOGYtMWYzOS00NGJmLTg4NTYtOWVlZDlhNGI2ZGYzXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.6/10'}]",N/A,7.6,22,tt0271718,movie,N/A,N/A,N/A,N/A,True,PELICULAS INFANTILES.pdf,
La maldición de Los Pitufos,1997,N/A,N/A,N/A,N/A,Elvira Serio,Elvira Serio,"Laura Colors, Ezequiel Hansen, Francisco Pilver",N/A,Spanish,Argentina,N/A,N/A,[],N/A,N/A,N/A,tt0774621,movie,N/A,N/A,N/A,N/A,True,PELICULAS INFANTILES.pdf,
Planeta,2005,N/A,N/A,N/A,Drama,Vladimir Alekseev,N/A,"Anna Dubrovskaya, Evgeniy Grishkovets",N/A,Russian,Russia,N/A,N/A,"[{'Source': 'Internet Movie Database', 'Value': '8.7/10'}]",N/A,8.7,10,tt5121420,movie,N/A,N/A,N/A,N/A,True,PELICULAS INFANTILES.pdf,
ParaNorman,2012,PG,17 Aug 2012,92 min,"Animation, Adventure, Comedy","Chris Butler, Sam Fell",Chris Butler,"Kodi Smit-McPhee, Anna Kendrick, Christopher Mintz-Plasse","In the town of Blithe Hollow, Norman Babcock is a boy who can speak to the dead, but no one besides his eccentric new friend, Neil, believes his ability is real. One day, Norman's estranged eccentric uncle tells him of an important annual ritual he must take up to protect the town from a curse cast by a witch it condemned centuries ago. Eventually, Norman decides to cooperate, but things don't go according to plan. Now, a magic storm of the witch threatens Blithe Hollow as the accursed dead rise. Together with unexpected new companions, Norman struggles to save his town, only to discover the horrific truth of the curse. With that insight, Norman must resolve the crisis for good as only he can.",English,"United States, United Kingdom",Nominated for 1 Oscar. 19 wins & 46 nominations total,https://m.media-amazon.com/images/M/MV5BZTI0MjA3M2ItY2QzMS00MzZiLWE5YTAtM2ZlODk1MjBhNjA0XkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '89%'}, {'Source': 'Metacritic', 'Value': '72/100'}]",72,7.0,"116,416",tt1623288,movie,N/A,"$56,003,051",N/A,N/A,True,PELICULAS INFANTILES.pdf,
Pocahontas,1995,G,23 Jun 1995,81 min,"Animation, Adventure, Drama","Mike Gabriel, Eric Goldberg","Carl Binder, Susannah Grant, Philip LaZebnik","Mel Gibson, Linda Hunt, Christian Bale","This is the Disney animated tale of the romance between a young Native American woman named Pocahontas (Irene Bedard) and Captain John Smith (Mel Gibson), who journeyed to the New World with other settlers to begin fresh lives. Her powerful father, Chief Powhatan (Russell Means), disapproves of their relationship and wants her to marry a native warrior. Meanwhile, Smith's fellow Englishmen hope to rob the Native Americans of their gold. Can Pocahontas' love for Smith save the day?","English, Algonquin",United States,Won 2 Oscars. 16 wins & 7 nominations total,https://m.media-amazon.com/images/M/MV5BY2ZlNTUxM2MtYmJhYS00Y2E5LTlmYTItZDhlNWJmMmRiYTYzXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '58%'}, {'Source': 'Metacritic', 'Value': '59/100'}]",59,6.7,"215,785",tt0114148,movie,N/A,"$141,579,773",N/A,N/A,True,PELICULAS INFANTILES.pdf,
Rango,2011,PG,04 Mar 2011,107 min,"Animation, Action, Adventure",Gore Verbinski,"John Logan, Gore Verbinski, James Ward Byrkit","Johnny Depp, Isla Fisher, Timothy Olyphant","Rango is a pet chameleon always on the lookout for action and adventure, except the fake kind, where he directs it and acts in it. After a car accident, he winds up in an old western town called Dirt. What this town needs the most is water, but they also need a hero and a sheriff. The thirsty Rango instantly takes on the role of both and selfishly agrees to take on the case of their missing water.",English,"United States, United Kingdom",Won 1 Oscar. 46 wins & 25 nominations total,https://m.media-amazon.com/images/M/MV5BMTc4NjEyODE1OV5BMl5BanBnXkFtZTcwMjYzNTkxNA@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '88%'}, {'Source': 'Metacritic', 'Value': '75/100'}]",75,7.3,"314,167",tt1192628,movie,N/A,"$123,477,607",N/A,N/A,True,PELICULAS INFANTILES.pdf,
La princesita industrial,2016,N/A,14 Jul 2016,8 min,"Short, Drama",Tony Macías,Héctor Gómez,"Julio Casado, Miranda Casado","In a probable future, a child's dream brings hope once again to our shattered world.",Spanish,Mexico,N/A,https://m.media-amazon.com/images/M/MV5BNzEzZTg4MDMtZTA4Mi00MGYwLWI2ZjAtYmEzOTc2YWY2N2U1XkEyXkFqcGdeQXVyMjA5OTQzNDc@._V1_SX300.jpg,[],N/A,N/A,N/A,tt7461536,movie,N/A,N/A,N/A,N/A,True,PELICULAS INFANTILES.pdf,
Robots,2005,PG,27 Mar 2005,91 min,"Animation, Adventure, Comedy","Chris Wedge, Carlos Saldanha","David Lindsay-Abaire, Lowell Ganz, Babaloo Mandel","Ewan McGregor, Halle Berry, Mel Brooks","Even in a world populated entirely by mechanical beings Rodney Copperbottom is considered a genius inventor. Rodney dreams of two things, making the world a better place and meeting his idol, the master inventor Bigweld. On his journey he encounters Cappy, a beautiful executive 'bot with whom Rodney is instantly smitten, the nefarious corporate tyrant Ratchet who locks horns with Rodney, and a group of misfit 'bots known as the Rusties, led by Fender and Piper Pinwheeler.","English, German, Hungarian","United States, United Kingdom",2 wins & 22 nominations total,https://m.media-amazon.com/images/M/MV5BNDYyNjY1NjY1M15BMl5BanBnXkFtZTcwNjk5MDczMw@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '64%'}, {'Source': 'Metacritic', 'Value': '64/100'}]",64,6.4,"173,700",tt0358082,movie,N/A,"$128,200,012",N/A,N/A,True,PELICULAS INFANTILES.pdf,
Rock Dog,2016,PG,24 Feb 2017,90 min,"Animation, Adventure, Comedy",Ash Brannon,"Ash Brannon, Kurt Voelker, Jun Zheng","Luke Wilson, Eddie Izzard, J.K. Simmons","Teenage Tibetan Mastiff Bodi (Luke Wilson) is expected to be the next guard of the village of Snow Mountain, succeeding his father Khampa (J. K. Simmons), who years ago drove out a pack of gangster Grey wolves, led by the villainous Linnux (Lewis Black). Khampa has some local sheep disguised as Mastiffs to give the illusion the village has multiple guards to keep the wolves at bay, but Bodi has trouble perfecting his father's signature move the Iron Paw, which projects a powerful blast that can only happen if Bodi ""finds the fire."" Khampa has forbidden music in the village as it distracted Bodi from his duties when he was younger..","Chinese, English","China, United States, United Kingdom",1 win & 3 nominations total,https://m.media-amazon.com/images/M/MV5BMjA5MTAwMzM3OF5BMl5BanBnXkFtZTgwNTk4NjYyMTI@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '47%'}, {'Source': 'Metacritic', 'Value': '48/100'}]",48,6.0,"6,393",tt2822672,movie,N/A,"$9,420,546",N/A,N/A,True,PELICULAS INFANTILES.pdf,
Space Jam,1996,PG,15 Nov 1996,88 min,"Animation, Adventure, Comedy",Joe Pytka,"Leo Benvenuti, Steve Rudnick, Timothy Harris","Michael Jordan, Wayne Knight, Theresa Randle","Swackhammer, owner of the amusement park planet Moron Mountain is desperate get new attractions and he decides that the Looney Tune characters would be perfect. He sends his diminutive underlings to get them to him, whether Bugs Bunny and Co. want to go or not. Well armed for their size, Bugs Bunny is forced to trick them into agreeing to a competition to determine their freedom. Taking advantage of their puny and stubby legged foes, the gang selects basketball for the surest chance of winning. However, the Nerdlucks turn the tables and steal the talents of leading professional basketball stars to become massive basketball bruisers known as the Monstars. In desperation, Bugs Bunny calls on the aid of Michael Jordan, the Babe Ruth of basketball, to help them have a chance at winning their freedom.",English,United States,5 wins & 8 nominations total,https://m.media-amazon.com/images/M/MV5BZGQ3ZDk0M2MtZDNmNi00OWE3LThiODUtMTU3NmVjMTA0ZGQyXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '44%'}, {'Source': 'Metacritic', 'Value': '57/100'}]",57,6.5,"228,174",tt0117705,movie,N/A,"$90,594,962",N/A,N/A,True,PELICULAS INFANTILES.pdf,
Star Wars: Clone Wars,2003–2005,TV-Y7,07 Nov 2003,4 min,"Animation, Action, Adventure",N/A,George Lucas,"Mat Lucas, James Arnold Taylor, André Sogliuzzo","Before the rise of the Galactic Empire, there was the Old Republic and the advent of the Clone Wars. Taking place after Star Wars: Episode II - Attack of the Clones (2002) and showing the events that lead into Star Wars: Episode III - Revenge of the Sith (2005), Star Wars: Clone Wars (2003) shows the Jedi Council's finest hour and how this war changes the galaxy forever.",English,"United States, South Korea",Won 3 Primetime Emmys. 4 wins & 3 nominations total,https://m.media-amazon.com/images/M/MV5BOTJiYzkwZDEtMDJkYy00ZmJiLTg3M2QtYjU3MmU4MzBiZDc2XkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.8/10'}]",N/A,7.8,"31,883",tt0361243,series,,,,,True,PELICULAS INFANTILES.pdf,3
Tarzán,1991–1995,TV-14,10 Nov 1991,30 min,Adventure,N/A,N/A,"Wolf Larson, Lydie Denier, Sean Roberge",Tarzan had no formal education and spoke in broken English. Jane was a French environmental scientist working on ways to save endangered species. Roger Taft was the son of a wealthy New Yorker who was working with Jane in the research station his father funded. Simon was an African native who had been educated in England.,English,"France, Canada, Mexico",N/A,https://m.media-amazon.com/images/M/MV5BMzNmNTRiZTEtMjIwMC00ZGRmLWE3YjItYjhkMDYyMjYxYjY5XkEyXkFqcGdeQXVyNjExODE1MDc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.6/10'}]",N/A,5.6,500,tt0101217,series,,,,,True,PELICULAS INFANTILES.pdf,3
Tarzán 2,2014,N/A,07 Jul 2014,4 min,"Short, Comedy",Axel Casas,Axel Casas,"Diego Figueiras, Dídac Alcaraz",N/A,Spanish,Spain,N/A,https://m.media-amazon.com/images/M/MV5BYWE0ODliZTktNGY5NS00MDhhLWIxNzctODhjNWU5Yzc2YjJjXkEyXkFqcGdeQXVyMTEwNjY5Mjk2._V1_SX300.jpg,[],N/A,N/A,N/A,tt13767270,movie,N/A,N/A,N/A,N/A,True,PELICULAS INFANTILES.pdf,
The Cat in the Hat,2003,PG,21 Nov 2003,82 min,"Adventure, Comedy, Family",Bo Welch,"Dr. Seuss, Alec Berg, David Mandel","Mike Myers, Alec Baldwin, Kelly Preston","Conrad and Sally Walden (Spencer Breslin and Dakota Fanning) are home alone with their pet fish. It is raining outside, and there is nothing to do. Until The Cat in the Hat ('Mike Myers') walks in the front door. He introduces them to their imagination, and at first it's all fun and games, until things get out of hand, and The Cat must go, go, go, before their mother gets back, but their pompous neighbor has bigger plans for them.",English,United States,7 wins & 22 nominations total,https://m.media-amazon.com/images/M/MV5BMTI5MDU3MTYyMF5BMl5BanBnXkFtZTYwODgyODc3._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '4.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '10%'}, {'Source': 'Metacritic', 'Value': '19/100'}]",19,4.1,"92,689",tt0312528,movie,N/A,"$101,149,285",N/A,N/A,True,PELICULAS INFANTILES.pdf,
The Princess Bride,1987,PG,09 Oct 1987,98 min,"Adventure, Comedy, Family",Rob Reiner,William Goldman,"Cary Elwes, Mandy Patinkin, Robin Wright","An elderly man reads the book ""The Princess Bride"" to his sick and thus currently bedridden adolescent grandson, the reading of the book which has been passed down within the family for generations. The grandson is sure he won't like the story, with a romance at its core, he prefers something with lots of action and ""no kissing"", but he lets grandfather continue, because he doesn't want to hurt his feelings. The story centers on Buttercup, a former farm girl who has been chosen as the princess bride to Prince Humperdinck of Florian. Buttercup does not love him, she who still laments the death of her one true love, Westley, five years ago. Westley was a hired hand on the farm, his stock answer of ""as you wish"" to any request she made of him which she came to understand was his way of saying that he loved her. But Westley went away to sea, only to be killed by the Dread Pirate Roberts. On a horse ride to clear her mind of her upcoming predicament of marriage, Buttercup is kidnapped by a band of bandits: Vizzini who works on his wits, and his two associates, a giant named Fezzik who works on his brawn, and a Spaniard named Inigo Montoya, who has trained himself his entire life to be an expert swordsman. They in turn are chased by the Dread Pirate Roberts himself. But chasing them all is the Prince, and his men led by Count Tyrone Rugen. What happens to these collectives is dependent partly on Buttercup, who does not want to marry the Prince, and may see other options as lesser evils, and partly on the other motives of individuals within the groups. But a larger question is what the grandson will think of the story as it proceeds and at its end, especially as he sees justice as high a priority as action.",English,United States,Nominated for 1 Oscar. 7 wins & 11 nominations total,https://m.media-amazon.com/images/M/MV5BMjFiOTEyNGMtN2E4MC00ZjZlLTk3ZDQtNTU1ZGNiZTA1MzJlXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '8.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '96%'}, {'Source': 'Metacritic', 'Value': '78/100'}]",78,8.0,"481,984",tt0093779,movie,N/A,"$30,857,814",N/A,N/A,True,PELICULAS INFANTILES.pdf,
Tinker Bell,2008,G,28 Oct 2008,78 min,"Animation, Adventure, Family, Fantasy",Bradley Raymond,"Jeffrey M. Howard (screenplay), Jeffrey M. Howard (story), Bradley Raymond (story), J.M. Barrie (characters)","Mae Whitman, Kristin Chenoweth, Raven-Symoné, Lucy Liu",Enter the land of Tinker Bell and her four best fairy friends.,English,USA,N/A,https://m.media-amazon.com/images/M/MV5BOWQzNTVmZDgtNzcwYi00YzY1LTllNzgtNjA0N2QwNTRlOTFmXkEyXkFqcGdeQXVyNDE5MTU2MDE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '90%'}]",N/A,6.8,"12,346",tt0823671,movie,N/A,N/A,N/A,N/A,True,PELICULAS INFANTILES.pdf,
Ratatouille,2007,G,29 Jun 2007,111 min,"Animation, Adventure, Comedy","Brad Bird, Jan Pinkava","Brad Bird, Jan Pinkava, Jim Capobianco","Brad Garrett, Lou Romano, Patton Oswalt","A rat named Remy dreams of becoming a great French chef despite his family's wishes and the obvious problem of being a rat in a decidedly rodent-phobic profession. When fate places Remy in the sewers of Paris, he finds himself ideally situated beneath a restaurant made famous by his culinary hero, Auguste Gusteau. Despite the apparent dangers of being an unlikely, and certainly unwanted, visitor in the kitchen of a fine French restaurant, Remy's passion for cooking soon sets into motion a hilarious and exciting rat race that turns the culinary world of Paris upside down.","English, French","United States, France",Won 1 Oscar. 69 wins & 42 nominations total,https://m.media-amazon.com/images/M/MV5BMTMzODU0NTkxMF5BMl5BanBnXkFtZTcwMjQ4MzMzMw@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '8.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '96%'}, {'Source': 'Metacritic', 'Value': '96/100'}]",96,8.1,"933,011",tt0382932,movie,N/A,"$206,445,654",N/A,N/A,True,PELICULAS INFANTILES.pdf,
Toy Story 2,1999,G,24 Nov 1999,92 min,"Animation, Adventure, Comedy","John Lasseter, Ash Brannon, Lee Unkrich","Andrew Stanton, Rita Hsiao, Doug Chamberlin","Tom Hanks, Tim Allen, Joan Cusack","While Andy is away at summer camp Woody has been toynapped by Al McWiggin, a greedy collector and proprietor of ""Al's Toy Barn""! In this all-out rescue mission, Buzz and his friends Mr. Potato Head, Slinky Dog, Rex and Hamm springs into action to rescue Woody from winding up as a museum piece. They must find a way to save him before he gets sold in Japan forever and they'll never see him again!",English,United States,Nominated for 1 Oscar. 21 wins & 27 nominations total,https://m.media-amazon.com/images/M/MV5BNzVmODlhMDEtY2YxZi00OTVjLTlkNTktN2Q2OTRlM2I4M2FhXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '100%'}, {'Source': 'Metacritic', 'Value': '88/100'}]",88,7.9,"663,076",tt0120363,movie,N/A,"$245,852,179",N/A,N/A,True,PELICULAS INFANTILES.pdf,
